	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ABCC12	56.25	148.75	56.25	8.75	0	146.25	2.5	82.5	93.75	63.75	76.25	0	8.75	82.5	177.5	12.5	76.25	12.5	66.25	0	147.5	86.25	0	15	13.75	76.25	1.25	13.75	20	67.5	0	18.75	155	80	3.75	1.25	68.75	96.25	135	1.25	26.25	88.75	2.5	70	76.25	87.5	1.25	7.5	0	41.25
ABCC3	782.5	108.75	30	3.75	0	11.25	3.75	2317.5	15	7.5	3.75	1545	13.75	23.75	3.75	392.5	7.5	2.5	12.5	0	8.75	2.5	6.25	8.75	1262.5	13.75	6.25	8.75	7.5	1.25	303.75	20	7.5	22.5	10	1158.75	775	18.75	10	778.75	20	10	110	0	3.75	312.5	1.25	1.25	0	0
ABCC6	13.75	15	50	8.75	6.25	86.25	22.5	5	25	38.75	42.5	46.25	22.5	26.25	67.5	11.25	8.75	32.5	41.25	3.75	26.25	50	48.75	60	13.75	41.25	73.75	32.5	71.25	6.25	36.25	40	31.25	23.75	10	8.75	13.75	95	82.5	16.25	47.5	43.75	31.25	47.5	25	26.25	31.25	35	32.5	2.5
ABCC8	3018.75	2483.75	4618.75	4051.25	4182.5	1685	7208.75	858.75	2967.5	5721.25	1888.75	3272.5	4601.25	6680	5036.25	650	6352.5	3323.75	5307.5	1210	4757.5	2621.25	1527.5	3807.5	1441.25	6026.25	3928.75	1087.5	4476.25	4227.5	1743.75	4591.25	7510	8110	2418.75	911.25	4243.75	3642.5	3730	2901.25	4678.75	3598.75	1641.25	7101.25	5163.75	2635	3187.5	2586.25	2630	3325
ABCC9	2016.25	2178.75	3091.25	4626.25	10615	5332.5	1610	6928.75	1287.5	4611.25	4643.75	5340	4175	3871.25	6373.75	2171.25	4260	4646.25	3547.5	4787.5	2172.5	4185	4445	1957.5	6183.75	4001.25	5921.25	1666.25	6161.25	3921.25	5401.25	2316.25	3277.5	3402.5	5437.5	5340	2220	2040	7868.75	6370	4013.75	7697.5	3743.75	6243.75	1930	5520	9241.25	5061.25	4918.75	2675
ABCD1	277.5	3.75	41.25	278.75	787.5	0	3.75	0	2.5	513.75	276.25	256.25	21.25	1.25	3.75	2.5	275	20	20	1.25	0	1.25	1.25	2.5	260	260	513.75	6.25	20	0	296.25	21.25	0	256.25	37.5	0	0	2.5	512.5	1.25	3.75	20	6.25	257.5	513.75	2.5	515	293.75	256.25	37.5
ABCD2	8388.75	4695	5405	7957.5	5741.25	5583.75	2851.25	3335	5168.75	10072.5	12632.5	7508.75	8933.75	2495	6850	5772.5	7981.25	7483.75	6460	6090	1306.25	6520	1826.25	4325	6966.25	10275	7260	5007.5	8710	6246.25	3780	6185	4791.25	7220	6495	1423.75	5030	5330	12358.75	3698.75	4565	5781.25	3637.5	8407.5	6908.75	7696.25	8752.5	7486.25	7367.5	5546.25
ABCD4	5298.75	6230	3105	5200	8267.5	6010	7196.25	1647.5	5862.5	7835	11600	2160	5158.75	9403.75	7315	4071.25	8395	9117.5	5107.5	3311.25	9385	4237.5	2813.75	5718.75	7375	8398.75	8212.5	5497.5	6018.75	3227.5	6258.75	5288.75	5291.25	5768.75	4771.25	1667.5	3587.5	6861.25	8316.25	4787.5	5171.25	8028.75	5732.5	8488.75	5506.25	8727.5	8205	7945	7566.25	4433.75
ABCG1	3161.25	2448.75	1695	1311.25	1503.75	2357.5	3276.25	780	2081.25	526.25	1320	538.75	1012.5	1113.75	1361.25	1580	723.75	2532.5	866.25	1358.75	1857.5	2848.75	1196.25	1705	2071.25	332.5	1015	1241.25	610	2042.5	1092.5	1232.5	1227.5	2405	740	287.5	1025	1708.75	1403.75	1276.25	868.75	2408.75	1336.25	2343.75	592.5	928.75	1075	2377.5	1356.25	2303.75
ABCG2	5580	20030	242.5	1157.5	1166.25	2312.5	17510	29350	235	2.5	13.75	14448.75	3482.5	1433.75	10596.25	14203.75	17.5	5	1175	2307.5	1407.5	3466.25	7045	9558.75	8210	477.5	21.25	7181.25	8.75	4520	12378.75	5876.25	2326.25	4941.25	922.5	14147.5	15863.75	23.75	3713.75	3726.25	22.5	6720	19796.25	1155	8438.75	24625	11773.75	7063.75	1175	4615
ABHD1	52.5	43.75	105	8.75	180	15	118.75	125	93.75	85	2.5	32.5	7.5	111.25	116.25	5	73.75	0	33.75	10	88.75	21.25	122.5	63.75	31.25	182.5	1.25	91.25	110	45	75	28.75	83.75	95	73.75	93.75	90	77.5	36.25	146.25	68.75	85	173.75	112.5	28.75	33.75	77.5	42.5	37.5	23.75
ABHD10	2642.5	4777.5	2360	3718.75	1705	1067.5	3735	1663.75	3772.5	4918.75	2908.75	1595	3958.75	3226.25	4433.75	1845	3777.5	1180	2232.5	3476.25	2233.75	1657.5	6823.75	1976.25	4176.25	3042.5	1733.75	4213.75	5777.5	4966.25	4172.5	3858.75	6273.75	3406.25	2806.25	308.75	2117.5	5573.75	3406.25	2137.5	1748.75	2517.5	2543.75	3743.75	3718.75	1641.25	1358.75	2851.25	1325	1257.5
ABHD14B	240	175	306.25	640	10	40	317.5	805	1435	110	81.25	731.25	725	842.5	167.5	123.75	741.25	57.5	197.5	57.5	806.25	98.75	193.75	801.25	161.25	395	62.5	191.25	141.25	176.25	156.25	113.75	161.25	793.75	42.5	201.25	262.5	642.5	116.25	145	148.75	105	421.25	686.25	222.5	301.25	182.5	728.75	70	117.5
ABHD15	17.5	51.25	33.75	13.75	18.75	2.5	25	0	5	20	21.25	0	36.25	17.5	7.5	6.25	22.5	12.5	12.5	7.5	10	1.25	0	17.5	8.75	10	11.25	5	22.5	3.75	62.5	20	30	7.5	15	0	0	6.25	6.25	15	30	28.75	28.75	33.75	2.5	32.5	10	2.5	17.5	2.5
ABHD2	5431.25	7891.25	6978.75	9296.25	8020	8507.5	8018.75	6086.25	4123.75	9901.25	9443.75	5121.25	7422.5	6990	11691.25	4186.25	8401.25	10612.5	6563.75	5577.5	9997.5	6055	7452.5	7473.75	9165	7192.5	12751.25	5550	6463.75	3902.5	8688.75	5768.75	7036.25	6270	4320	3650	4776.25	8605	10105	7390	4023.75	7818.75	4781.25	8618.75	8227.5	12005	9566.25	12178.75	11746.25	6806.25
ABHD3	1328.75	837.5	1888.75	1216.25	5362.5	1411.25	1658.75	5753.75	1020	2855	2070	2780	2480	900	2945	878.75	2357.5	2128.75	1701.25	2361.25	1868.75	766.25	2321.25	2231.25	3795	2600	718.75	1068.75	1558.75	2756.25	1302.5	1196.25	1968.75	2512.5	2215	4611.25	568.75	1436.25	6325	4677.5	3041.25	4508.75	561.25	2978.75	1667.5	1198.75	4510	1931.25	3003.75	2593.75
ABHD5	4488.75	3908.75	4153.75	8338.75	2291.25	3116.25	5950	8331.25	1682.5	3996.25	5011.25	3141.25	3672.5	4903.75	5551.25	7306.25	3146.25	6832.5	6327.5	8806.25	3328.75	5373.75	4717.5	4916.25	5292.5	4721.25	3040	9137.5	6496.25	6386.25	3937.5	4225	3566.25	2823.75	3393.75	3262.5	7403.75	5430	2400	3301.25	3118.75	3566.25	3292.5	5976.25	3732.5	2108.75	4798.75	7487.5	4048.75	3530
ABI3	0	1.25	0	0	42.5	0	1.25	106.25	0	0	0	21.25	0	0	21.25	1.25	0	0	0	0	0	0	42.5	0	43.75	0	0	2.5	0	42.5	1.25	0	0	0	0	127.5	21.25	0	0	21.25	0	0	2.5	0	0	0	21.25	0	0	0
ABL2	2348.75	6781.25	8401.25	5075	7827.5	8111.25	3748.75	13146.25	5060	6040	8326.25	7896.25	9747.5	9073.75	9221.25	6455	5532.5	8315	3277.5	5235	7091.25	6806.25	6292.5	5516.25	11383.75	9240	15118.75	4856.25	11100	8838.75	15881.25	5490	3378.75	6030	5231.25	9730	6903.75	7992.5	12495	5835	6955	6480	18620	3326.25	5841.25	19591.25	9668.75	5701.25	10085	3683.75
ABLIM1	13841.25	22122.5	16927.5	20717.5	31202.5	16626.25	19586.25	26467.5	14065	33241.25	25941.25	41251.25	26482.5	25663.75	30876.25	20900	24135	21070	20061.25	15140	20181.25	19467.5	26410	21103.75	24821.25	25830	25593.75	18841.25	25895	14272.5	19281.25	25057.5	27277.5	29403.75	21778.75	28796.25	28168.75	29016.25	30631.25	29631.25	22130	26387.5	20011.25	24225	27076.25	20240	26617.5	38823.75	26393.75	19787.5
ABLIM2	1318.75	141.25	771.25	366.25	167.5	321.25	608.75	562.5	585	866.25	1236.25	706.25	987.5	193.75	767.5	871.25	390	1041.25	1033.75	1506.25	142.5	1218.75	422.5	287.5	995	297.5	566.25	531.25	1010	693.75	731.25	1128.75	900	805	365	797.5	485	763.75	743.75	668.75	762.5	1070	566.25	1080	956.25	566.25	772.5	995	435	355
ABLIM3	448.75	3518.75	925	1555	1160	1282.5	3132.5	1936.25	1275	1403.75	1027.5	3653.75	1441.25	1517.5	1593.75	1267.5	933.75	487.5	951.25	796.25	1492.5	746.25	2717.5	1568.75	1262.5	1387.5	1456.25	985	1398.75	1905	403.75	2817.5	1465	2326.25	841.25	3473.75	2877.5	1712.5	1305	2080	891.25	1116.25	2302.5	1137.5	2351.25	2892.5	2590	2240	880	660
ABO	150	32.5	62.5	10	0	10	30	117.5	26.25	30	31.25	176.25	31.25	23.75	0	2.5	10	20	5	21.25	2.5	0	138.75	103.75	78.75	52.5	58.75	53.75	33.75	0	60	33.75	12.5	2.5	0	470	176.25	47.5	81.25	58.75	47.5	42.5	111.25	0	68.75	123.75	117.5	186.25	0	0
ABR	8905	6763.75	7942.5	5952.5	6575	4691.25	9036.25	7590	7553.75	13432.5	9576.25	11255	5641.25	8936.25	9928.75	3016.25	8136.25	6895	7710	3513.75	8426.25	9733.75	5958.75	3076.25	11501.25	12227.5	10553.75	6703.75	12125	4262.5	3797.5	9107.5	16127.5	9111.25	8933.75	13713.75	11083.75	8290	7467.5	12496.25	9145	9406.25	7932.5	10661.25	8807.5	7561.25	10573.75	8410	9477.5	3688.75
ABTB2	207.5	505	123.75	237.5	68.75	11.25	146.25	168.75	300	241.25	191.25	570	190	120	270	66.25	328.75	72.5	172.5	117.5	321.25	66.25	135	362.5	100	763.75	78.75	506.25	376.25	97.5	177.5	460	301.25	395	211.25	140	482.5	120	333.75	157.5	740	580	366.25	207.5	251.25	66.25	256.25	123.75	67.5	153.75
ACAA2	5153.75	4353.75	2237.5	5757.5	12777.5	3231.25	3108.75	8876.25	3560	12925	5641.25	3218.75	7045	2842.5	4883.75	11642.5	6093.75	9085	4522.5	8748.75	2970	5788.75	3756.25	7125	9667.5	6580	6517.5	5522.5	1618.75	4156.25	6686.25	3742.5	3018.75	7288.75	7658.75	5836.25	1543.75	4965	6986.25	7342.5	4796.25	3435	4821.25	6315	3543.75	4033.75	7102.5	8322.5	3547.5	3590
ACACA	12915	15108.75	9496.25	14643.75	8430	13881.25	8206.25	5307.5	7820	14882.5	15203.75	8012.5	15366.25	11363.75	12448.75	8376.25	12767.5	15785	11343.75	10631.25	10350	10057.5	9500	10052.5	9118.75	15392.5	11692.5	11688.75	13173.75	8352.5	8547.5	14375	11632.5	10418.75	9327.5	4096.25	3662.5	11357.5	13487.5	9135	9351.25	15577.5	9317.5	10302.5	8133.75	10533.75	11175	13396.25	9995	6708.75
ACACB	2418.75	2280	3518.75	2118.75	3692.5	2910	3366.25	380	1891.25	4060	7445	2677.5	2933.75	3206.25	5728.75	1170	4925	3247.5	3485	1138.75	3246.25	2543.75	2803.75	2772.5	2691.25	4947.5	6050	1846.25	4495	1773.75	3901.25	2788.75	1731.25	3220	3461.25	893.75	570	5503.75	4958.75	1218.75	3100	6266.25	2915	3662.5	3032.5	5288.75	3385	6486.25	5830	4767.5
ACADM	9553.75	9177.5	9795	15655	10003.75	9183.75	9270	12287.5	13148.75	14425	9897.5	13195	16665	13540	10206.25	14682.5	13015	13745	9365	12140	11875	14146.25	10245	12950	7891.25	11212.5	10625	10208.75	13362.5	9912.5	6461.25	12196.25	11027.5	11423.75	11741.25	8440	14276.25	15461.25	11195	10361.25	12566.25	12103.75	10761.25	13296.25	14667.5	13827.5	17768.75	17577.5	17250	11426.25
ACADS	11.25	6.25	6.25	162.5	16.25	3.75	0	610	5	22.5	7.5	457.5	8.75	5	6.25	6.25	17.5	2.5	10	5	5	3.75	165	16.25	3.75	8.75	3.75	5	20	3.75	0	3.75	11.25	1.25	3.75	756.25	151.25	8.75	2.5	311.25	15	8.75	0	22.5	2.5	3.75	0	3.75	0	8.75
ACADVL	6221.25	4693.75	7197.5	4647.5	8722.5	6381.25	5120	3437.5	5200	11010	10521.25	4563.75	12411.25	6511.25	5670	3590	8742.5	4586.25	4521.25	3855	3488.75	4276.25	5765	8570	6131.25	9800	8562.5	5567.5	7576.25	6255	4733.75	7453.75	4236.25	6992.5	8292.5	3515	5968.75	9127.5	6888.75	5306.25	7872.5	6887.5	7530	7596.25	6692.5	11825	6106.25	4712.5	7488.75	3742.5
ACBD7	2560	2467.5	4113.75	3552.5	3761.25	1940	1305	870	2101.25	3996.25	5727.5	2180	3691.25	1297.5	3178.75	2636.25	4552.5	3797.5	2677.5	2398.75	1338.75	2433.75	2021.25	2247.5	2665	3088.75	4801.25	1747.5	4061.25	1923.75	3871.25	3040	1598.75	2736.25	4502.5	852.5	1117.5	2226.25	2853.75	2165	1630	3348.75	1046.25	3195	2596.25	3060	3241.25	5507.5	2505	3152.5
ACE	26.25	31.25	70	90	27.5	8.75	5	28.75	36.25	87.5	88.75	21.25	37.5	23.75	147.5	123.75	37.5	161.25	50	33.75	91.25	15	26.25	22.5	17.5	87.5	8.75	12.5	90	30	75	30	13.75	81.25	38.75	1.25	16.25	28.75	167.5	8.75	36.25	18.75	8.75	1.25	211.25	28.75	21.25	28.75	76.25	30
ACER2	360	421.25	40	5	8.75	5	338.75	15	66.25	37.5	35	13.75	23.75	12.5	20	7.5	22.5	5	55	8.75	15	3.75	5	51.25	21.25	63.75	13.75	82.5	106.25	40	1138.75	55	41.25	8.75	366.25	38.75	71.25	3.75	35	35	75	386.25	411.25	27.5	10	452.5	35	23.75	7.5	15
ACHE	221.25	271.25	361.25	90	112.5	85	500	465	467.5	276.25	193.75	122.5	61.25	158.75	336.25	202.5	318.75	31.25	315	368.75	202.5	345	581.25	285	225	222.5	35	531.25	251.25	133.75	118.75	236.25	290	31.25	158.75	633.75	616.25	232.5	192.5	237.5	132.5	196.25	312.5	476.25	302.5	47.5	55	123.75	45	205
ACOT1	203.75	378.75	273.75	302.5	992.5	765	800	193.75	136.25	210	588.75	275	710	536.25	487.5	195	645	545	268.75	222.5	736.25	212.5	395	428.75	626.25	928.75	640	273.75	465	23.75	903.75	301.25	386.25	530	261.25	246.25	201.25	830	950	605	266.25	1083.75	528.75	321.25	528.75	445	637.5	448.75	600	53.75
ACOT11	800	356.25	2672.5	1525	2456.25	645	502.5	130	628.75	1693.75	2287.5	865	1632.5	1846.25	2268.75	196.25	823.75	1798.75	1300	1100	953.75	332.5	540	665	2126.25	2337.5	1992.5	713.75	1552.5	41.25	2385	1218.75	115	1716.25	1332.5	0	52.5	790	2396.25	298.75	747.5	1721.25	486.25	921.25	742.5	2256.25	792.5	1458.75	2722.5	1185
ACOX1	4795	5350	8792.5	6761.25	9338.75	6526.25	6222.5	9048.75	7916.25	4561.25	6483.75	5845	6486.25	4225	8825	5391.25	5696.25	6592.5	6683.75	5860	3371.25	5446.25	5432.5	6916.25	7176.25	4931.25	8148.75	7086.25	7023.75	4662.5	17043.75	5931.25	5346.25	5357.5	8411.25	8226.25	5305	5560	6382.5	8181.25	5585	7231.25	6601.25	7587.5	4767.5	15911.25	8618.75	6946.25	5532.5	6321.25
ACOX2	218.75	1766.25	188.75	1795	3247.5	4955	2676.25	360	2256.25	501.25	3082.5	7511.25	1021.25	1560	5143.75	232.5	5363.75	398.75	4807.5	188.75	267.5	4980	3793.75	4847.5	401.25	6412.5	7697.5	4526.25	5665	562.5	907.5	3285	3452.5	4772.5	1402.5	1198.75	1551.25	10405	2822.5	470	5758.75	6372.5	5116.25	6816.25	3866.25	6990	2515	3060	6133.75	2852.5
ACOX3	640	910	611.25	818.75	981.25	971.25	602.5	368.75	677.5	383.75	960	592.5	531.25	583.75	721.25	431.25	1012.5	1438.75	707.5	1053.75	531.25	832.5	526.25	417.5	570	1026.25	997.5	393.75	865	566.25	1400	693.75	1098.75	922.5	1070	71.25	356.25	1186.25	428.75	465	378.75	852.5	1016.25	628.75	387.5	605	730	991.25	422.5	168.75
ACP6	230	92.5	935	1117.5	442.5	1053.75	10	43.75	112.5	806.25	1033.75	106.25	986.25	571.25	2486.25	131.25	383.75	1100	226.25	431.25	657.5	273.75	233.75	70	1687.5	67.5	2077.5	286.25	1133.75	80	1693.75	87.5	282.5	172.5	700	145	10	71.25	486.25	263.75	576.25	141.25	111.25	873.75	248.75	561.25	897.5	1303.75	1710	772.5
ACSBG1	2881.25	2287.5	2401.25	2121.25	6578.75	6288.75	2576.25	4967.5	2912.5	7645	8906.25	9623.75	6721.25	5096.25	4162.5	1262.5	5816.25	2728.75	7428.75	2950	1361.25	7160	4302.5	3735	1421.25	4966.25	7225	1126.25	5978.75	5605	3798.75	3198.75	5991.25	5717.5	4975	3811.25	9015	4768.75	8165	3123.75	4775	7851.25	4523.75	11713.75	6450	8881.25	6428.75	9493.75	7888.75	4346.25
ACSBG2	211.25	60	63.75	20	53.75	18.75	11.25	345	52.5	197.5	22.5	23.75	11.25	63.75	213.75	22.5	72.5	17.5	177.5	2.5	27.5	347.5	22.5	86.25	38.75	6.25	17.5	11.25	42.5	55	0	13.75	28.75	61.25	55	18.75	2.5	18.75	201.25	41.25	57.5	98.75	23.75	33.75	18.75	22.5	30	17.5	0	163.75
ACSF2	17.5	8.75	297.5	152.5	146.25	275	143.75	7.5	10	52.5	372.5	52.5	191.25	5	55	156.25	145	278.75	17.5	8.75	3.75	23.75	6.25	2.5	55	141.25	311.25	66.25	61.25	1.25	117.5	60	1.25	6.25	205	47.5	5	3.75	141.25	55	2.5	77.5	8.75	146.25	53.75	133.75	186.25	71.25	153.75	56.25
ACSL3	20241.25	27572.5	27083.75	17156.25	23092.5	21108.75	24386.25	16432.5	27028.75	32982.5	33866.25	21256.25	32700	21875	25086.25	22102.5	28931.25	24691.25	21220	21912.5	22831.25	25451.25	22792.5	17370	23086.25	26902.5	36092.5	18227.5	22361.25	27488.75	18030	28617.5	28111.25	24828.75	31073.75	13268.75	23097.5	20015	27340	25155	20461.25	22137.5	23995	34317.5	27191.25	30947.5	27391.25	23022.5	26436.25	20782.5
ACSL6	18307.5	27335	19070	20766.25	24101.25	18457.5	8397.5	9490	17577.5	32518.75	31145	15331.25	19531.25	17520	22821.25	19123.75	23235	25171.25	17982.5	24520	17572.5	16643.75	13243.75	16712.5	24657.5	25453.75	24730	20305	21201.25	12971.25	21473.75	14823.75	16421.25	26303.75	17975	4763.75	8253.75	23706.25	25855	18445	17003.75	21892.5	10737.5	21690	15388.75	20470	19348.75	22877.5	18843.75	19702.5
ACSM3	26.25	68.75	120	53.75	65	45	27.5	105	76.25	22.5	21.25	21.25	1.25	1.25	0	157.5	0	117.5	105	127.5	22.5	75	22.5	26.25	1.25	2.5	63.75	0	2.5	55	42.5	53.75	22.5	23.75	0	0	53.75	2.5	1.25	0	22.5	1.25	25	2.5	23.75	23.75	22.5	43.75	21.25	126.25
ACSS1	1032.5	4192.5	4911.25	5847.5	6922.5	4261.25	3093.75	4728.75	2577.5	4711.25	7876.25	4916.25	5052.5	3267.5	13228.75	2778.75	5736.25	5830	3717.5	2865	2425	3680	3093.75	4713.75	6067.5	4680	8697.5	4241.25	5028.75	2652.5	6200	3043.75	2477.5	5268.75	5047.5	3743.75	1336.25	3405	6410	4757.5	5432.5	5610	2836.25	4893.75	4533.75	5808.75	7630	7648.75	8992.5	6270
ACSS2	1608.75	2050	2273.75	1227.5	1332.5	1823.75	3182.5	583.75	1247.5	2527.5	1753.75	347.5	2812.5	2092.5	1391.25	1263.75	2200	1507.5	1022.5	1020	2745	2985	4008.75	1517.5	1277.5	3398.75	713.75	2825	3390	1770	1910	3773.75	1498.75	2881.25	1077.5	76.25	887.5	3112.5	1345	691.25	1338.75	2867.5	2537.5	4181.25	2336.25	1596.25	1631.25	2472.5	1610	358.75
ACTA1	1.25	182.5	18.75	71.25	126.25	108.75	0	103.75	3.75	31.25	121.25	126.25	15	288.75	5	60	127.5	20	37.5	35	330	0	20	133.75	77.5	36.25	52.5	161.25	167.5	108.75	12.5	153.75	107.5	136.25	80	300	151.25	101.25	103.75	306.25	7.5	31.25	28.75	2.5	86.25	31.25	53.75	112.5	0	23.75
