	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ABHD3	984	778	2335	1220	1875	1889	2109	2268	2891	1816	1802	1221	2969	3099	951	2433	1642	1042	2964	1241	2299	1043	2254	735	2431	1963	2466	2149	1667	1170	1298	1153	1761	861	740	800	1893	1902	712	1945	3560	1272	1774	3570	1429	1169	2845	2070	450	1617
ABHD5	3165	3629	5560	4055	5296	3659	3067	3498	5314	2721	3941	3626	3450	3100	2087	7394	3946	3706	3905	4320	2941	3106	4231	3221	4373	5009	1850	2131	4012	4026	2987	2370	1665	4865	2540	3509	4901	4326	6166	5651	6581	2730	2936	5526	2501	4255	4331	4926	3259	3367
ABI3	34	0	0	0	0	0	0	1	0	0	0	2	17	0	2	0	2	0	17	17	18	18	34	1	17	0	0	35	0	1	17	0	1	0	0	52	0	19	1	17	0	0	34	0	17	18	0	2	1	0
ABL2	5953	10995	6971	7172	11994	7209	7151	8060	8424	6444	10602	7267	5695	6139	13619	9796	9254	4695	2764	8447	11909	4569	5545	7400	9161	2912	7515	11375	4125	7295	6998	5969	4846	6575	10544	3360	10674	5662	6038	2831	4595	10041	11949	3645	7663	12683	4323	9333	9420	5597
ABLIM1	16548	10917	18995	19701	26121	19742	25963	12905	17756	14170	13731	15815	21603	14396	13433	19308	15362	11863	19882	16918	27093	16974	24397	12886	29613	19433	14019	22478	18740	21061	21713	16517	19179	19328	20141	12075	16364	12645	21338	16917	18027	13933	24116	25734	17093	14262	18840	15924	20567	22161
ABLIM2	502	681	343	384	552	757	466	242	611	630	143	713	608	409	48	323	397	550	564	858	361	534	567	261	285	789	342	795	576	891	1113	571	673	773	1065	737	273	232	367	357	610	577	773	485	218	620	478	233	1006	990
ABLIM3	797	649	1663	2371	2873	920	2013	749	555	974	1507	602	1196	871	2750	1260	425	899	897	2043	2478	1079	1049	1510	1842	1116	871	2399	1803	2032	2652	626	545	1108	1073	604	629	344	1985	726	1558	909	1764	2490	974	799	630	778	779	1161
ABO	43	8	24	10	24	17	12	0	47	111	119	87	0	94	43	8	17	17	47	102	34	25	10	80	34	40	41	0	115	63	4	24	95	47	0	26	24	50	10	0	26	24	48	4	24	19	0	10	17	43
ABR	5748	6086	5635	3846	5586	6244	8100	8344	6807	5652	5451	5509	5743	5190	5135	5821	4482	4703	5678	3886	6367	4133	5734	4877	6481	8149	5010	9146	5565	7728	6902	6474	6726	7795	7492	6808	7211	4349	4768	5393	4123	6114	7041	6024	8921	6042	5321	8685	4868	7317
ABTB2	227	168	412	273	264	328	270	201	64	153	573	496	667	83	286	248	256	170	238	105	118	112	138	80	117	58	542	131	229	283	161	234	171	480	236	474	293	44	163	170	530	349	855	149	654	150	310	139	528	321
ACAA2	4526	4302	3705	3567	3828	2796	4269	3422	2734	3291	6932	4372	4026	4928	4695	2587	4105	1592	3542	4345	3883	6207	1569	2911	6782	1550	2935	4018	3282	3792	4520	3647	5997	4342	5581	890	4717	3980	4851	4464	3416	4451	3478	4753	2600	4440	7871	5023	2698	4009
ACACA	9608	10481	7608	7853	7924	10418	9694	9339	7060	9373	8545	12294	8025	9451	5814	11007	8661	9558	8778	8109	5050	7675	9438	10560	9908	11775	6243	8457	9023	9082	5768	6213	10228	9749	9569	9336	9768	9299	9238	9604	6080	8876	9567	7651	7210	8786	5564	9381	8275	11497
ACACB	3336	1724	3713	2668	3078	2739	2097	1766	3317	1372	1084	4711	1759	2630	3452	2457	1853	2056	4887	2888	3513	1626	4109	2748	5350	5001	3030	1138	1582	2629	2003	831	1870	1158	4187	2732	2527	2713	1345	3328	1662	2533	2044	3867	4177	2946	2229	868	2048	3445
ACADM	6782	6531	7973	10280	8499	10622	11949	8389	7879	13345	7454	9593	10284	9672	11243	9102	10699	11947	5894	11227	12508	8894	9657	8458	8066	6374	9892	9749	7765	11264	8722	10571	8497	8721	8538	8324	7969	8958	9047	8581	7611	8623	8102	10686	10503	10582	8927	6429	8224	8539
ACADS	130	9	9	124	10	7	12	13	4	0	11	3	4	0	121	4	8	125	5	14	7	8	4	8	1	14	142	11	3	0	122	5	5	2	245	5	6	10	15	2	246	2	0	23	11	11	132	123	12	6
ACADVL	4708	3893	4862	7641	6270	5287	7250	4423	4801	4171	4244	2437	3707	3916	4859	4425	4521	7323	5856	8500	7034	5414	3696	2716	5202	3546	6368	3484	4158	4414	3037	4548	1784	4279	5805	3841	7185	3033	3845	4813	5787	3910	2010	3868	4459	4591	5995	4054	6273	4912
ACBD7	2993	1510	3352	1893	1731	2288	1885	2451	2289	1321	2473	2016	1269	1905	530	2070	1189	2013	3196	3034	3635	2460	2802	3239	2918	3117	3192	943	991	1846	1741	1249	1857	717	3725	1379	2090	1092	1430	1658	1492	3064	1036	2919	901	2807	2542	836	1837	1933
ACE	36	5	77	81	16	21	77	60	9	8	8	8	13	12	23	26	27	111	7	63	4	3	30	91	64	9	14	10	61	18	39	82	4	14	67	14	14	14	64	29	28	23	28	86	6	22	10	19	23	29
ACER2	19	300	73	4	18	9	302	52	298	343	289	293	28	12	51	23	41	25	313	1	549	9	43	30	332	18	344	574	38	293	63	37	35	309	82	15	38	17	15	53	51	51	5	18	94	54	839	277	295	25
ACHE	208	350	126	143	382	344	207	171	312	113	308	142	201	286	169	251	290	186	181	127	35	80	228	74	98	348	123	166	183	89	200	258	74	225	133	362	193	177	145	370	229	125	381	299	373	79	199	254	227	149
ACOT1	351	312	549	199	258	487	535	601	498	193	192	680	275	227	90	351	340	505	224	373	416	412	328	675	424	102	170	122	153	361	165	180	219	243	698	511	161	481	201	767	653	470	227	286	338	104	875	328	656	278
ACOT11	679	469	1323	793	1196	1453	1786	1654	790	419	579	902	270	837	1015	877	360	692	1443	362	1966	1021	1878	687	4066	1673	651	73	460	1125	558	464	1278	338	1753	780	1356	1166	325	1080	205	1205	302	664	334	695	1457	839	1207	899
ACOX1	6239	5138	3703	5865	5263	4930	5081	4401	6390	8327	4062	4704	4774	6646	4861	6336	4556	4907	6871	6339	7194	4149	5191	4850	5212	6157	7208	5537	3812	3052	8054	5003	4029	3337	6837	4564	4421	3716	4540	3702	3972	6607	3567	7558	6847	7300	5934	4042	6023	3967
ACOX2	3572	2031	3161	1207	2836	1054	3084	2488	1847	1646	538	2520	3851	280	3698	934	447	157	2396	1023	2764	308	3281	189	2448	2492	1719	811	1946	2324	1818	1016	1309	1036	2320	1918	1522	761	3914	3228	1433	1696	2715	4276	8458	3410	1601	166	2741	2358
ACOX3	443	783	511	560	836	703	696	351	569	804	195	437	460	597	657	579	364	338	706	669	435	473	589	909	946	947	687	669	389	791	397	519	218	447	778	482	338	1256	1061	280	473	374	514	389	956	942	387	469	543	544
ACP6	350	345	376	731	882	508	974	526	219	241	226	78	914	822	483	200	8	412	624	258	190	1215	359	432	760	339	576	209	98	198	247	191	266	460	440	939	733	443	164	276	211	831	119	213	56	761	380	376	621	668
ACSBG1	3937	1415	4640	4035	4487	4422	3262	2395	6021	4208	3484	2066	4533	4077	2595	4169	2990	3115	5089	6203	7613	3516	3888	2240	6015	4356	6267	1462	1306	3359	3156	2767	3401	3346	4341	3245	5923	2690	2362	3796	3637	4661	4100	6484	1716	3155	3906	1424	3036	2944
ACSBG2	18	5	156	5	12	54	10	39	235	52	78	5	11	16	169	25	140	7	6	126	20	256	149	63	10	135	5	5	49	12	21	170	9	7	38	197	44	6	38	4	27	161	3	52	5	144	132	16	4	36
ACSF2	332	44	28	118	7	19	40	6	117	150	113	28	38	18	2	124	107	118	60	143	117	24	336	65	107	329	54	4	54	9	51	2	264	1	304	114	8	2	19	144	75	47	16	5	5	13	186	7	13	151
ACSL3	16615	16124	23007	24048	19007	13202	18705	24060	17052	23914	16185	14857	18721	21572	13853	15573	19216	20118	19789	21850	22052	18500	17148	13986	17397	23369	23012	14304	13765	18916	11798	22807	15617	17504	27955	18511	19745	14506	22336	19041	21092	23356	18566	19830	19531	18232	18230	25024	12081	22530
ACSL6	17843	12999	16842	13970	13612	14707	15808	20313	13653	14574	10661	16141	14393	18586	12326	13169	13885	15414	17781	18526	13020	14288	17559	13040	26321	17293	15031	14865	8848	16531	10863	16790	15379	13395	20910	9022	11840	16012	14276	19462	11956	18173	9967	20406	12069	14254	17818	11093	13379	16042
ACSM3	60	17	2	76	1	18	17	0	0	0	1	0	1	18	18	43	137	1	0	19	34	18	0	84	1	18	56	17	44	19	0	84	36	61	42	2	77	18	18	144	102	77	42	18	0	1	60	61	61	37
ACSS1	3702	2876	3129	4118	5670	2731	4451	4920	4001	2400	2517	2459	4933	5152	3177	2605	2324	2047	5872	2341	3577	4878	4846	2072	5634	6332	4504	2497	2057	630	2717	2256	2880	3261	3117	5348	4575	3123	2675	4047	3557	4654	1730	5533	3411	4521	4353	2034	3608	5288
ACSS2	1793	2298	1285	581	1750	2052	908	1541	2616	1640	1664	863	797	1274	1816	1338	2732	871	1264	1904	989	1541	1625	1423	1796	3343	1416	1404	2118	1737	297	1272	713	1494	1395	676	2783	1807	3109	3219	2423	241	1408	977	2973	2220	1354	1172	3582	1501
ACTA1	48	10	11	57	92	21	129	67	146	4	63	104	35	82	18	24	0	63	59	53	114	77	10	58	71	22	90	102	9	37	141	67	158	245	4	46	113	6	59	10	66	79	143	65	65	4	101	11	93	299
ACTA2	9	638	3127	6450	4976	14432	14433	6139	2522	16818	6381	39	7186	6133	14550	427	6244	11101	421	321	51	360	3016	45	2594	3121	5822	6252	2596	9264	126	6248	6595	6066	120	2488	2487	9150	6032	114	324	8722	679	8240	3550	121	9256	3125	12	327
ACTB	95062	108345	94820	104042	86531	98858	91872	83836	87201	98216	95330	92392	83343	99505	97668	95068	84580	105593	87715	83075	96569	82423	90167	82487	97462	95651	74786	91833	79895	94303	94362	91923	89245	89981	98596	84581	81378	94660	84630	95434	99321	111040	100274	110536	103694	104565	80501	94880	84980	95624
ACTG2	4	0	1	15	599	299	305	0	300	610	0	0	24	12	302	12	0	598	13	0	0	0	314	0	302	0	0	2	306	1	8	13	14	0	0	303	299	3	302	0	3	299	13	305	1	3	0	3	1	4
ACTL6B	543	1977	1198	1000	925	1390	1226	1111	1230	827	870	909	1177	1597	635	1155	898	1434	1422	1577	680	1166	1582	705	407	914	879	1001	564	859	664	1387	689	1134	1212	976	651	816	786	855	563	615	785	957	1491	571	1409	739	719	774
ACTN1	1525	1084	1379	1214	2754	1920	2132	1694	2350	2494	1702	814	1624	503	2369	1903	2205	1468	688	2619	2627	1827	594	824	245	1380	2306	2127	2476	974	2105	761	1085	1652	1258	634	2258	1571	2655	1151	904	1150	987	1647	1445	1558	677	1405	3024	1300
ACTN4	154	202	427	287	387	680	589	155	276	224	261	220	226	535	364	318	307	367	420	426	202	248	643	357	545	457	208	339	426	317	385	322	360	333	424	254	454	351	426	170	461	329	367	749	927	180	369	302	141	462
ACTR1A	5064	5632	7654	5899	3090	6431	5651	7919	5836	4395	4002	6283	6587	9211	3496	7363	5645	7727	6860	5620	7225	4819	4917	3767	5555	8347	5992	7710	5760	7828	5455	7026	7761	8867	5991	7251	7490	6979	6102	8656	7000	4835	6921	9527	9598	4450	8770	11595	7211	7667
ACTR2	10891	16913	10704	12393	10493	12105	18234	12453	10690	13367	11075	12447	11185	13491	14416	13747	13481	13474	11131	8052	11113	8991	15061	11806	11957	13460	10072	12300	7845	12354	12783	16016	12538	11598	13286	12021	11156	13010	11633	9745	9059	17721	13926	12173	15165	10525	16344	14849	7277	9035
ACVRL1	5	48	2	7	88	52	110	0	57	68	49	48	0	0	8	0	86	0	48	11	140	0	91	1	140	0	66	107	20	91	63	43	43	100	0	5	0	23	15	0	48	1	1	11	95	15	144	96	48	6
ADAM17	6468	8257	9195	5615	5956	5978	7246	6056	8678	9973	8660	5723	6883	8445	7279	8590	10646	9603	6496	7386	8191	9010	7635	6392	7137	6547	10315	6904	6843	8037	6341	8022	7000	8473	8625	6163	6334	8724	8121	7057	6243	8883	8348	6107	9888	11070	7835	9646	7532	8082
ADAM19	2829	893	2272	2804	2226	2785	2437	2221	1102	1231	3215	1747	2667	1658	1716	3021	2301	1573	1947	1679	1666	2154	2460	1759	2131	3702	1610	1530	2148	1693	1153	1646	1585	1926	2832	2062	2029	2273	2154	2559	2063	1745	2308	3367	1796	1478	1681	2207	1685	1404
ADAM21	13	208	139	78	264	79	87	75	46	64	247	115	70	30	195	16	30	256	97	30	313	302	252	118	111	76	220	62	81	3	248	112	135	47	179	2	170	242	26	107	53	407	49	230	204	65	243	179	150	475
ADAM22	5762	11133	6411	5900	7578	5440	9845	5651	8677	5003	5798	6391	7074	6877	5204	6408	6544	6967	7865	6023	7589	5468	7050	5818	6649	9980	6521	6416	6029	8640	6669	6469	3022	7484	8769	5822	8344	5750	7051	8577	8339	4933	6143	9487	4380	4359	6375	10034	3604	7217
ADAM23	702	1004	537	1884	1353	1196	1310	1606	753	771	696	1772	1308	1496	401	967	987	1242	859	2091	817	1296	576	884	1475	1151	878	1051	1000	1825	797	1438	575	1438	1563	1167	755	1428	697	1271	992	1182	1063	1419	639	997	1384	2008	705	1380
ADAM28	2589	3471	2198	321	2441	1361	1613	2157	2016	2441	3387	3209	1875	1005	3761	4316	4220	1816	1909	669	2955	2153	1835	2686	3629	264	2359	2450	107	1950	4653	1510	2426	1264	4942	2398	1467	3909	2073	1070	471	5661	1480	1360	3956	4938	978	3091	2830	1559
ADAMTS10	190	454	334	26	198	251	459	32	12	210	294	205	136	34	304	121	124	136	72	131	72	171	187	231	282	65	224	57	101	231	72	209	98	271	226	340	169	85	216	149	129	139	199	94	34	165	51	44	95	340
ADAMTS12	8	1	3	11	7	5	17	4	0	3	4	1	0	4	10	4	1	1	4	5	3	2	8	0	8	4	2	6	20	4	24	0	0	0	0	13	1	8	10	7	11	2	4	23	3	10	1	9	2	11
ADAMTS18	1382	1516	1697	852	1462	1074	698	362	976	2103	2390	328	770	3383	1911	1286	549	1063	1005	1612	2277	1531	1010	853	1830	661	1150	1299	1997	133	2976	757	1076	422	303	2114	678	682	1176	1364	1069	685	898	1289	2089	1168	1063	1503	1426	763
ADAMTS2	14	91	2	8	1	1	17	5	6	7	90	9	14	4	13	88	1	94	2	7	88	6	11	175	11	1	90	7	24	7	110	2	10	6	6	14	2	14	95	88	11	3	95	19	90	10	3	12	7	98
ADAMTS20	12	85	4	4	90	87	9	86	86	88	86	90	95	2	89	168	87	88	6	1	4	84	5	1	6	0	2	177	11	86	17	5	172	175	84	10	86	10	174	5	7	1	4	9	8	12	86	11	91	8
ADAMTS4	1995	2999	10934	16246	3580	28098	28797	15123	4026	27512	17145	2567	12989	14893	27835	4163	13805	15206	1488	3885	4223	1729	2722	1701	1364	9828	13641	14062	1920	21624	5287	14457	15688	13458	1497	3993	2389	21306	11075	2456	4688	16901	1564	16203	10373	4062	21879	11428	2681	2785
ADAMTS9	635	1000	921	2342	615	1262	805	515	571	781	1073	400	805	334	1215	688	963	1461	1584	757	230	247	813	282	520	250	467	1038	366	814	640	770	494	574	755	260	704	473	1069	372	1251	602	491	905	2408	288	761	531	277	415
ADAMTSL4	280	201	342	537	542	245	639	425	633	12	795	493	28	228	561	312	384	162	22	358	452	26	85	336	194	414	6	49	3	534	1236	1	28	1	320	81	350	633	200	42	332	769	675	205	540	1025	70	753	431	18
ADAMTSL5	59	46	42	37	42	38	136	114	56	15	62	32	56	69	13	79	95	84	53	88	37	193	145	52	209	32	105	9	2	46	34	36	16	24	64	17	151	52	52	66	69	171	28	85	37	24	86	25	6	98
ADAP2	489	321	343	552	87	353	385	445	599	567	344	629	150	123	1248	188	763	280	239	49	486	596	329	462	599	266	165	1106	39	649	435	195	404	278	318	377	292	611	474	127	611	264	982	618	233	874	320	670	438	422
ADAR	15732	13819	25498	23240	15933	21011	26180	22628	10067	22091	23921	14491	21127	15352	23627	19261	13315	19708	10314	14371	9718	13739	13835	21422	18177	15666	16696	24744	17777	27582	12606	20340	17764	20247	24169	17021	17248	19251	25322	13709	21704	24166	17206	23723	15348	8800	20001	17127	9887	22223
ADARB1	772	553	348	1134	786	419	1110	1585	373	84	427	652	480	450	172	629	1502	911	650	571	1009	782	1208	198	1654	744	604	956	593	510	1125	1439	1352	594	658	934	709	366	446	698	1179	939	1312	1128	937	444	1248	361	906	2633
ADARB2	4393	2627	6795	5958	4237	8132	2398	4045	3971	3710	4944	4684	5289	3200	3986	7685	6118	6412	4685	4933	5736	4059	3556	2496	3662	6522	4243	4146	2471	3889	2535	4635	5120	5313	5360	4186	4634	4445	3827	4503	6538	4220	4318	5946	5023	4337	3719	8334	4545	2745
ADCY1	2176	2674	2099	2905	2688	3578	3254	3016	3488	2664	1514	4116	1539	1615	2321	3145	2286	3656	1683	2225	942	3775	2210	2010	2759	2435	1795	3580	2548	4604	2107	1963	3127	2982	2888	1267	1948	2990	2975	1998	1712	2511	2987	2263	941	864	2361	2588	2071	3967
ADCY2	12842	15004	14505	14566	17910	16855	21025	9396	17026	13712	15544	10291	13696	15404	13082	18926	16131	11814	17965	18805	10838	16394	15072	12391	17379	19033	16044	12041	13349	16369	10123	16108	10020	11546	21359	11608	18711	15165	17198	13095	11932	11702	14810	11354	17115	12586	14070	9299	17365	12383
ADCY4	106	314	936	854	1796	175	352	410	693	327	1193	396	58	514	2560	24	478	81	314	901	1865	108	153	877	1178	1	256	1422	997	337	1299	93	58	371	106	5	83	411	927	0	36	2	1670	937	126	3	793	759	688	49
ADCY5	974	1565	2517	1977	2773	1475	1194	1550	2355	2489	1372	2319	844	1973	1362	2475	2301	2449	1960	2205	3280	956	1879	2076	1024	2641	1209	2340	2570	1748	3192	1937	1822	2367	3273	3271	2982	1795	1158	2137	2506	1751	1663	2156	2027	1517	1249	3514	1639	1806
ADCY7	1096	270	811	1168	603	760	486	670	644	513	968	314	231	139	196	1033	474	487	565	124	179	511	214	996	488	374	569	397	731	272	572	486	721	668	1397	359	171	511	671	238	146	716	618	950	428	223	178	324	620	625
ADCYAP1	278	160	168	534	98	722	521	68	372	850	91	161	6	271	133	580	134	417	64	470	297	0	198	444	66	340	806	746	692	275	558	490	576	514	312	3	37	863	826	299	102	172	204	343	426	482	172	273	169	226
ADCYAP1R1	17628	14124	17591	14241	11408	13599	19575	20773	15163	15284	14981	11635	15465	16160	11659	19207	9237	14995	18020	8773	12578	13241	19292	12801	25679	20664	15742	9702	14700	18181	9661	10688	15323	14180	17625	11593	15217	16506	12176	18594	15970	17144	9559	15252	9313	14618	16982	9287	7223	21809
ADD1	17729	10337	12995	13778	14340	16378	14374	13786	15785	20034	13600	18263	11835	15973	15593	14801	10140	16637	17353	15427	12597	13405	15829	14529	21101	20650	13698	12446	12686	18555	13878	9384	9741	12889	19255	12864	17246	15576	14774	15478	13994	15269	9124	14768	12455	11117	12519	18317	15271	15098
ADD2	1088	1207	1943	2217	1405	1709	2263	2283	1987	1260	800	1756	900	517	1111	1775	1337	2531	1221	967	552	1507	763	447	1586	705	1903	1510	2484	975	1028	1926	969	1187	1400	561	1289	1588	1055	1031	903	1221	994	1530	1179	465	540	1347	811	1137
