	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
AADAT	1152	86307	0	17	586	320	247	59	18	30567	3	9	26	712	35	422	0	4	3	150605	534	0	19	0	30	0	17	270	429	965	15	574	13	3	2	23	2	673	15	26	2	757	559	26	4	0	0	56	0	1
AAGAB	4291	67	306	292	4743	3498	2845	1270	81	195	0	26	107	3320	38	3064	599	322	0	518	3694	0	40	0	79	0	95	3050	4559	4896	25	3165	11	47	0	39	0	3534	7	55	0	3701	3810	45	0	95	0	2585	0	0
AAK1	54	7	7455	46	30	54	95	26	3	152	123	109	825	87	7	42	5319	70	58	6	48	47	5	59	3	75	6	83	63	99	18	30	65	1995	60	5	91	189	36	10	57	39	48	6	916	2589	77	2892	45	102
AAMP	11	203	1844	32	0	0	80	85	64	194	132	38	48	0	59	19	1883	180	158	27	0	210	52	64	61	161	41	1	0	0	117	0	119	466	59	40	136	0	159	48	79	7	76	48	258	1404	92	409	42	358
AARS	350	305	480	22	310	347	252	41	16	43	1	9	66	322	22	353	669	1	1	352	335	1	10	0	22	0	14	324	354	265	6	392	1	213	1	21	3	428	0	10	1	254	379	24	39	360	1	800	2	0
AARS2	95	220	0	206	93	133	60	27	518	1	2	103	402	114	586	143	0	9	2	181	71	1	509	2	491	1	448	173	100	108	225	133	139	0	4	415	3	152	96	487	1	52	134	473	1	0	3	77	1	3
AARSD1	89	1178	846	48	247	216	330	31	65	364	18	169	172	475	45	279	427	66	76	1915	119	71	44	112	59	155	93	156	90	207	104	464	114	952	219	58	97	279	47	33	35	212	310	38	179	382	108	245	166	207
AASDH	58	310	9420	252	62	63	66	100	146	352	58	145	1732	73	236	117	4710	224	150	176	38	357	284	152	245	381	124	69	51	47	171	1613	232	9607	261	266	187	68	189	266	198	39	64	233	1890	3179	291	20	86	215
AASDHPPT	692	1107	85	808	942	841	532	885	638	337	615	914	942	856	1189	783	110	428	798	1041	972	939	1804	784	832	984	588	499	975	1007	1088	558	791	529	685	997	770	827	473	1995	650	760	938	1070	564	308	930	556	471	394
AASS	0	106	1671	67	4	0	4	4	98	4	2	38	172	4	124	5	17577	3	1	82	4	0	166	1	112	3	99	2	6	6	64	7744	35	514	1	128	3	6	4	220	0	2	5	94	7765	32454	1	40534	2	1
AATF	3	4589	3812	1233	2	4	4	14	2250	173	15	269	758	5	1071	4	4496	14	12	2314	4	8	1314	18	1033	7	1012	5	4	10	1244	24	466	809	11	1191	5	4	77	1027	15	29	4	1314	571	1356	13	3660	12	9
AATK	1318	7466	518	124	1232	1389	936	411	14	2815	176	178	97	1306	18	1197	439	467	337	16635	1984	303	27	221	14	228	15	2005	1490	1209	153	772	337	446	215	14	285	851	154	11	138	900	1163	19	288	402	326	970	315	220
AATK-AS1	0	2	0	74	0	0	19	284	0	268	45	157	0	13	0	10	16	44	99	55	0	160	0	87	0	122	0	2	0	0	37	0	99	18	86	0	137	0	87	0	37	16	7	0	148	42	169	0	134	89
ABAT	15	588	1022	358	20	30	22	14	774	93	0	253	727	102	1019	23	744	22	0	604	44	0	980	0	1056	0	463	73	60	66	279	85	121	479	0	1105	0	57	105	738	0	13	32	889	6	532	0	645	0	0
ABCA1	5799	228	426	550	5050	5839	4214	994	183	91	72	55	233	6470	259	4738	266	227	60	297	6382	67	182	47	216	51	203	5565	6358	6221	126	5574	138	334	37	215	64	6510	152	207	43	5966	5560	154	87	224	66	3180	74	71
ABCA10	2209	719	0	1419	1062	1729	1036	61	1379	0	0	358	1601	1040	1640	321	0	17	0	1316	2136	0	4452	0	2198	0	1835	1621	2143	346	1351	377	615	0	0	4217	0	889	479	637	0	1699	1721	2911	0	0	0	770	0	0
ABCA11P	172	15	1565	5	185	145	139	58	41	7	0	13	322	157	23	176	1886	22	14	17	188	0	10	0	37	7	54	168	186	169	5	431	11	1565	14	31	7	168	4	18	7	177	167	18	644	2214	0	2294	0	7
ABCA12	84	7	181	170	564	315	258	162	65	8	4	4	74	200	37	178	163	4	4	10	97	4	52	0	60	0	25	229	99	707	4	270	10	24	4	18	0	183	4	35	0	324	48	34	24	78	4	285	4	0
ABCA13	31	65	0	105	38	16	41	83	140	47	123	71	154	33	232	33	2	126	68	52	21	62	164	119	119	148	182	15	17	21	159	21	127	108	101	142	141	33	91	162	92	16	28	261	71	28	81	8	110	76
ABCA17P	18	27	0	4	23	22	29	8	0	14	12	8	0	15	0	11	0	5	29	60	9	19	0	16	0	19	0	18	22	21	5	24	17	13	18	0	14	12	8	0	14	16	19	0	11	2	28	0	17	14
ABCA2	365	29	478	58	371	286	207	84	6	119	64	55	26	392	9	349	430	92	63	19	231	125	14	71	7	54	4	315	366	318	56	311	95	227	89	10	51	389	76	16	102	392	464	8	81	201	99	407	32	83
ABCA3	1305	308	4335	72	1135	730	218	194	100	110	57	407	111	1088	67	1345	5192	574	392	34	296	152	100	208	100	645	34	1521	1663	998	602	953	708	2710	122	3	217	1412	158	33	398	1141	2016	35	458	3948	634	1444	404	78
ABCA4	343	78	0	73	231	325	109	439	0	318	116	83	20	214	0	487	30	421	365	115	287	171	0	318	0	257	0	224	346	333	67	372	483	36	411	0	390	328	293	0	230	190	508	0	456	112	233	95	342	225
ABCA5	209	907	71	35	238	164	179	67	0	108	21	2	4	411	0	208	90	23	14	2835	248	22	0	24	0	13	0	203	223	237	14	306	10	50	17	0	11	219	15	0	22	228	162	0	20	54	13	174	20	12
ABCA6	673	1752	0	29	633	533	466	91	0	1112	4	2	0	572	0	667	0	13	3	4684	368	3	0	11	0	5	0	530	713	631	2	660	4	2	2	0	3	888	6	0	7	791	831	0	5	0	2	232	4	5
ABCA7	69	47	0	29	35	20	17	164	0	145	187	39	19	28	0	95	0	98	125	77	59	152	0	122	0	59	0	32	44	29	38	37	48	44	65	0	60	30	115	0	75	26	44	0	156	47	89	28	126	55
ABCA8	89	465	236	301	20	60	386	1836	327	1443	1459	2233	363	66	410	358	1230	898	2397	1357	0	1133	422	2214	359	2769	337	62	60	0	1364	0	1678	1851	1542	191	2232	60	1138	276	2363	0	536	281	1486	963	2711	259	1574	1641
ABCA9	13	1065	33	1107	2	24	2	30	2709	0	2	272	2234	132	2961	11	85	20	14	587	0	0	3327	22	2406	14	3210	2	1	1	1391	2	464	14	20	3016	20	2	143	2696	2	4	1	2752	30	28	16	59	12	0
ABCB1	162	8270	738	188	212	261	153	17	3945	47	0	487	14469	212	14166	201	448	1	5	2960	248	5	10819	2	10739	3	7535	269	137	128	3511	114	269	176	6	4381	3	147	69	3700	0	169	152	4174	90	205	3	254	2	2
ABCB10	134	183	64	33	178	210	274	227	14	128	78	80	31	157	12	135	53	164	83	313	40	112	17	126	17	78	7	138	207	71	104	79	94	80	109	20	77	138	32	22	69	113	194	11	92	95	183	45	61	114
ABCB11	0	9	35	33	0	0	16	54	0	202	91	145	48	41	0	30	28	187	94	27	0	130	0	182	0	90	0	2	0	0	52	5	113	60	156	0	144	0	75	0	75	21	14	0	135	42	257	4	100	136
ABCB4	26	374	550	234	478	250	328	981	0	2215	748	2367	230	179	0	608	965	1624	656	621	32	1673	0	1739	0	1716	0	258	28	365	1546	128	679	1247	1204	0	1034	160	1578	0	1076	141	871	0	1396	828	2092	275	997	1820
ABCB5	52	0	1837	22	64	40	61	16	0	3	3	0	245	119	0	64	1284	17	1	0	97	2	0	0	0	1	0	63	42	75	3	99	1	414	0	0	4	96	7	0	1	50	56	0	219	799	0	802	3	0
ABCB6	93	562	457	1436	47	52	74	442	16308	395	59	527	10087	126	10873	51	378	272	888	4713	75	754	14684	311	15598	443	6482	28	52	83	1249	41	5483	401	509	2719	482	71	1030	7135	1317	80	73	6593	547	384	176	118	548	333
ABCB7	92	1608	318	1154	134	134	62	63	1323	109	42	253	1697	102	1820	97	177	102	109	7191	107	106	1889	59	1427	112	1811	60	117	88	649	123	81	96	37	1257	45	70	404	1960	122	95	83	2310	113	93	107	190	102	63
ABCB8	104	425	0	378	75	178	109	90	842	916	188	351	562	200	972	136	421	74	531	539	171	32	969	81	844	922	871	194	132	52	811	94	709	71	111	1013	580	142	170	1076	574	544	131	812	505	467	560	13	127	916
ABCB9	60	400	0	1203	23	30	493	769	0	2369	1704	1688	8	113	0	78	53	1797	978	317	48	952	0	1585	0	1004	0	118	45	45	400	46	1316	533	984	0	1687	106	637	0	843	63	138	0	698	237	934	17	1034	1849
ABCC1	315	158	0	90	398	246	184	54	54	28	31	134	162	146	216	198	0	25	11	97	233	17	54	10	162	10	108	210	212	249	14	195	12	14	29	0	23	209	29	162	9	251	170	162	24	8	19	129	35	33
ABCC10	119	1870	1926	411	56	129	69	19	843	377	0	107	1140	312	871	76	1822	12	18	2309	207	6	1469	0	851	6	1015	140	114	98	419	130	239	580	0	934	6	131	80	810	0	127	118	931	165	1131	6	1525	12	12
ABCC11	437	1	0	102	346	201	205	81	0	5	10	3	0	184	0	187	0	27	7	3	410	6	0	5	0	1	0	236	234	563	3	146	0	3	5	0	6	568	1	0	12	287	434	0	4	7	4	110	6	1
ABCC12	109	0	0	81	134	136	142	65	0	48	17	27	13	266	0	181	4	17	27	19	204	25	0	87	0	53	0	127	109	177	13	232	60	14	49	0	67	271	56	0	35	105	204	0	9	10	66	167	47	55
ABCC13	2	36	0	73	0	0	3	54	77	33	27	100	73	0	88	3	15	47	43	36	0	71	101	61	106	50	72	17	0	0	73	0	41	32	118	77	29	0	48	89	64	0	6	99	70	43	49	0	44	62
ABCC2	86	1369	0	1634	72	91	81	36	2174	4	1	320	2491	94	2474	66	0	5	1	1082	114	1	3896	4	2341	2	1882	115	120	6	840	100	428	2	1	3244	0	47	82	3873	2	127	40	2329	4	0	1	40	1	2
ABCC3	67	0	0	1	26	81	94	4	0	0	0	2	0	77	0	86	0	0	1	1	80	2	0	0	0	1	0	79	66	31	2	69	1	0	3	0	0	66	0	0	1	112	69	0	1	1	0	1	1	2
ABCC4	80	576	0	261	152	160	162	425	0	129	452	228	6	111	0	169	38	498	468	1658	236	412	0	546	0	485	0	113	152	4	199	84	361	574	410	0	290	84	508	0	588	259	172	0	268	119	349	152	446	220
ABCC5	153	172	44808	35	94	111	91	73	122	52	34	95	8215	137	112	42	20548	69	56	209	173	94	96	64	144	51	138	105	169	28	84	3781	67	2445	73	124	60	80	70	132	73	125	123	95	3999	6079	85	10881	35	36
ABCC6	1111	8	0	10	678	1247	497	434	0	19	15	2	0	775	0	207	0	17	12	0	906	10	0	3	0	0	0	595	1571	125	0	108	7	20	11	0	9	1071	4	0	8	649	1169	0	3	3	11	307	14	4
ABCC8	945	467	123	543	774	1732	964	1657	516	847	562	980	349	1338	666	285	340	382	783	193	384	773	388	995	814	719	373	234	1769	328	764	314	655	600	921	640	1060	1843	471	187	832	344	1343	660	628	420	812	334	1005	892
ABCC9	16	643	935	917	0	8	18	63	1712	49	73	136	1685	224	1357	36	1267	67	50	249	0	67	2055	58	1244	55	1573	6	0	0	585	53	526	527	74	1604	66	0	208	1311	48	0	0	1165	166	660	91	616	93	46
ABCD1	375	45	0	96	345	305	257	110	0	91	103	31	22	543	0	267	0	100	95	18	290	57	0	68	0	47	0	449	343	319	30	388	87	84	90	0	90	500	103	0	160	465	411	0	111	31	83	217	77	101
ABCD2	295	104	40	78	374	426	266	33	61	2	3	7	199	246	202	356	25	6	8	8	531	2	161	3	163	1	112	308	277	255	57	257	5	14	3	63	4	253	4	71	3	264	412	61	14	13	3	195	1	6
ABCD3	247	2297	29	1800	153	134	248	1188	1970	1786	1029	1112	2336	362	2493	247	73	1040	1005	4252	150	815	2589	1277	2076	1078	1930	241	146	189	1446	168	1204	560	554	2115	1917	102	901	2156	1483	287	178	2063	699	591	1319	79	821	1143
ABCD4	639	638	3794	492	683	605	827	352	41	687	320	414	406	724	49	805	2554	717	616	774	361	906	24	511	16	854	31	333	878	585	168	1049	459	1686	462	28	404	647	400	56	400	577	684	46	867	2213	810	2455	428	546
ABCE1	973	6231	0	6104	1057	862	675	810	13091	284	736	3850	10582	855	12224	817	11	740	699	7024	674	691	12706	750	13169	483	15607	417	601	887	4791	618	3627	399	333	14726	617	1125	3001	15827	612	856	674	12723	777	316	668	449	540	720
ABCF2	436	371	1646	146	325	317	465	978	68	3606	5279	10864	206	423	71	648	1676	2999	5898	273	649	2774	79	9539	59	2877	42	486	554	439	7604	580	9251	9372	16797	65	8954	327	3107	64	2306	179	344	55	6616	5859	10691	2009	6491	11677
ABCF3	71	804	0	1136	82	64	35	19	4391	0	0	767	3282	83	3136	61	0	9	0	675	79	0	4467	0	5929	0	2910	59	105	74	1323	65	445	0	0	3402	0	63	1507	4614	0	64	65	5476	0	0	0	40	0	0
ABCG1	423	61	0	83	680	531	419	117	32	851	559	95	19	489	42	544	0	513	443	31	398	477	69	190	55	85	47	352	366	405	82	399	372	374	369	35	74	596	376	18	617	529	617	44	100	140	233	134	151	382
ABCG2	63	28658	391	360	18	0	382	441	0	28443	605	1323	94	110	0	250	1199	1038	1345	57002	16	776	0	768	0	1107	0	136	20	15	481	200	1317	826	1105	0	1429	58	801	0	1163	102	93	0	1063	1082	962	770	1282	1061
ABCG4	401	28	0	86	326	422	112	104	0	162	134	69	3	192	0	223	2	139	144	30	375	122	0	147	0	183	0	135	289	210	78	208	128	81	113	0	145	171	123	0	118	285	285	0	103	62	120	139	136	198
ABCG5	51	73	0	22	46	74	36	42	0	44	17	38	3	92	0	41	8	51	49	70	73	41	0	39	0	45	0	71	65	67	40	46	36	11	56	0	35	69	11	0	31	73	50	0	64	29	36	38	31	46
ABCG8	7	31	0	30	0	0	16	41	0	55	45	39	3	1	0	6	3	52	56	3	0	65	0	65	0	57	0	4	0	0	42	0	40	39	65	0	58	0	59	0	84	0	7	0	60	28	27	0	54	66
ABHD1	17	455	0	168	0	0	36	395	0	280	196	167	0	0	0	12	0	446	358	305	0	571	0	490	0	474	0	10	0	0	194	0	388	245	130	0	336	0	292	0	236	0	136	0	791	76	603	0	317	181
ABHD10	1867	1593	203	58	2058	3278	742	57	98	196	1	0	120	929	130	3068	100	1	1	1679	2464	1	185	0	94	1	100	871	3990	1359	58	2240	2	12	0	70	0	2100	0	67	1	2586	3381	115	7	88	0	1272	0	0
ABHD11	115	794	0	80	90	69	51	9	208	70	5	22	330	82	324	56	0	6	3	994	95	4	269	7	262	12	214	34	107	32	84	70	19	3	5	198	6	50	10	201	4	81	56	174	4	0	4	23	2	4
ABHD11-AS1	4	3517	0	307	0	0	105	6917	0	3230	5669	5375	1	18	0	2010	66	8509	2601	524	0	9745	0	12791	0	9618	0	98	0	0	7051	0	5976	5153	5512	0	12634	14	2654	0	2902	0	29	0	4868	2801	5652	0	934	3760
ABHD12	0	173	624	9	22	23	21	2	21	8	0	2	123	26	18	82	355	11	14	224	60	3	20	1	13	7	19	21	80	0	3	67	13	176	5	22	7	61	1	20	4	1	42	20	96	281	4	393	6	10
ABHD12B	397	50	0	73	305	333	418	249	0	103	101	44	4	420	0	375	0	118	109	58	371	84	0	122	0	171	0	301	417	460	106	319	92	30	103	0	210	556	80	0	152	403	480	0	114	11	234	233	116	109
ABHD13	71	2522	15	3448	12	18	427	1272	4119	1788	1590	2003	2922	143	3950	520	88	1859	1689	2304	6	2126	3826	1806	2773	2214	2581	318	30	0	3337	0	1671	1332	2339	3780	1651	18	1750	3772	1487	517	198	3546	1881	667	2186	6	1422	2036
ABHD14A	394	1191	1145	2296	327	366	124	155	4936	67	84	519	4834	178	3822	343	1064	36	65	1092	355	48	4693	59	5004	103	3859	229	462	396	1473	457	1220	438	57	5523	48	179	524	3886	59	372	177	4150	170	739	88	1040	54	51
ABHD14B	302	9	292	53	271	516	326	125	0	10	6	5	62	331	0	409	262	10	6	40	391	18	0	0	0	27	0	341	441	311	5	378	0	67	10	0	14	378	9	0	0	423	379	0	31	109	5	214	1	4
ABHD15	32	233	0	223	4	11	179	498	0	619	532	537	167	27	0	101	110	1098	627	194	3	836	0	733	0	619	0	41	12	0	426	0	738	613	714	0	991	10	538	0	768	92	47	0	796	358	745	1	391	912
ABHD16B	26	56	0	50	0	0	43	275	0	504	480	233	6	5	0	2	18	258	317	103	0	258	0	650	0	360	0	46	0	0	42	0	146	102	357	0	318	0	345	0	260	8	19	0	378	114	603	0	226	432
ABHD2	52	1221	72	1013	5	161	47	0	2700	0	0	514	2485	158	2992	99	81	0	0	1038	137	0	2479	0	3534	0	3048	134	56	7	1047	50	866	20	0	2687	0	94	883	2938	0	111	58	2512	0	54	0	27	0	0
ABHD3	501	489	0	271	187	1005	445	1068	329	913	635	338	184	969	304	641	8	634	621	96	948	605	260	267	308	572	211	948	363	199	300	452	314	171	267	214	293	900	379	334	626	684	464	198	280	239	385	82	211	484
ABHD4	1	11	0	103	0	0	5	14	166	19	16	48	109	0	81	9	0	24	20	14	0	16	163	14	176	28	143	0	0	0	29	0	16	11	18	107	22	0	58	127	13	1	4	171	17	3	13	0	12	20
ABHD5	98	431	9018	353	37	14	262	553	267	168	370	205	1065	49	204	63	7952	742	130	175	31	426	182	649	236	138	263	16	13	21	510	1225	293	5536	449	245	475	28	198	60	466	36	91	168	2074	6495	390	7537	334	133
ABHD6	1365	1874	448	255	1484	1371	991	199	3	894	54	14	5	1461	4	1314	810	48	13	4204	2356	1	12	42	13	80	5	930	1761	896	5	1115	1	474	29	10	78	1588	15	6	12	1655	1197	14	1	368	39	1261	2	13
ABHD8	241	367	0	454	141	119	130	113	915	246	117	366	513	149	1058	159	1	114	80	272	195	142	882	166	678	173	842	128	125	179	436	130	220	233	223	658	147	172	191	1059	105	137	189	975	121	102	86	90	56	240
ABI1	10	17	3273	309	2	7	65	51	122	81	64	161	727	13	139	62	3016	33	59	122	8	55	513	60	242	51	601	22	14	6	58	355	35	1396	44	231	45	27	234	128	49	8	12	320	483	1866	49	1881	32	26
ABI2	972	11081	4333	17782	1132	912	263	288	23745	554	245	1065	21853	1033	24922	544	3678	372	268	857	514	265	20348	335	18617	217	15370	812	530	695	6702	1063	1739	1786	269	14068	176	418	926	14591	171	614	578	8092	453	2402	358	1671	259	176
ABI3BP	217	258	0	287	134	163	272	722	0	528	806	788	59	180	0	164	18	585	777	134	160	748	0	985	0	436	0	220	177	137	574	76	899	392	947	0	799	211	689	0	577	157	169	0	708	577	660	56	840	707
ABL1	1114	139	10	13	1364	823	525	90	58	17	5	20	170	821	169	961	30	11	11	247	1108	19	142	14	115	12	58	988	1047	1127	58	1209	14	21	21	123	4	781	6	119	9	770	867	73	11	23	10	846	13	17
ABL2	717	2016	3752	25	663	463	360	205	0	120	16	14	551	615	0	586	3196	36	9	2636	670	16	0	8	0	6	0	548	1011	591	3	491	13	3038	15	0	6	754	20	0	15	602	628	0	560	2323	7	1623	16	10
ABLIM1	40	331	60	172	20	6	26	463	30	491	217	175	14	28	21	62	138	599	811	857	31	535	16	519	23	436	41	72	31	23	129	27	278	185	271	28	296	25	266	15	545	24	49	18	537	511	536	56	803	143
ABLIM2	678	14	993	73	494	514	474	98	20	0	0	4	234	910	25	400	953	0	0	14	1008	0	24	0	19	0	30	444	269	936	6	860	4	466	0	24	0	717	0	34	0	389	692	16	42	380	0	814	0	0
ABLIM3	560	332	1018	80	772	204	268	280	23	49	12	757	372	262	7	517	871	44	589	9	628	97	12	135	11	538	7	608	781	685	847	649	369	380	36	16	602	336	294	11	536	504	187	10	497	474	126	957	839	601
ABO	0	1	0	4	0	0	16	6	0	25	22	2	14	11	0	9	0	25	28	7	0	49	0	29	0	22	0	0	0	0	2	0	44	17	45	0	33	0	19	0	36	14	0	0	25	1	69	0	19	33
ABP1	2	57	0	33	0	0	56	96	0	104	102	143	10	2	0	45	21	108	153	25	0	141	0	126	0	161	0	31	0	0	130	0	130	85	111	0	181	0	127	0	138	0	46	0	168	53	156	0	141	179
ABR	122	1999	52170	352	3	5	401	569	19	1354	684	552	6414	64	18	248	32769	716	755	5250	15	690	20	732	17	782	14	36	9	10	372	3640	966	6145	642	23	607	20	576	17	1140	6	37	15	4628	18303	633	15810	906	1123
ABRA	49	1148	0	1139	67	65	49	8	1951	0	0	1032	2682	53	2485	40	0	0	0	869	49	0	2348	0	2167	0	1514	44	41	39	402	41	301	0	0	2365	0	39	81	2585	0	43	37	2531	0	0	0	14	0	0
ABT1	207	153	294	251	199	145	102	506	148	167	434	245	197	88	168	332	155	544	234	180	538	645	183	501	123	214	155	449	426	287	276	155	204	227	367	163	232	43	466	239	414	67	130	210	271	417	287	537	344	461
ABTB1	408	71	21	80	448	448	2362	240	0	487	5804	4068	1	496	0	2205	70	381	424	77	337	4187	0	227	0	360	0	341	236	310	208	333	199	342	2456	0	304	327	286	0	323	367	418	0	4071	182	2202	199	2209	2260
ABTB2	11	49	1482	137	0	0	204	246	12	416	247	641	264	10	24	141	774	365	317	146	0	293	6	333	6	451	18	0	0	0	364	248	252	1643	438	18	449	0	206	18	259	0	124	30	500	655	330	20	307	428
ACAA1	578	2	6057	124	350	191	335	62	8	2	2	0	1058	642	12	387	5387	2	0	4	806	0	4	0	4	0	12	579	469	465	8	480	4	5785	4	10	0	588	2	12	0	527	212	16	1202	4312	0	2990	2	2
ACAA2	607	2451	643	3352	420	462	397	58	3426	0	0	955	3526	334	2883	172	446	1	0	1584	477	0	3300	0	5459	0	5104	415	470	293	1500	337	1059	375	0	4173	0	467	1260	2874	0	517	315	3909	70	313	0	406	0	0
ACACA	32	256	1470	98	70	23	42	48	114	124	4	26	126	52	116	56	2646	23	10	344	59	45	145	35	130	24	83	53	84	72	39	43	19	1480	35	113	26	108	22	146	30	43	45	97	14	1192	9	343	21	30
ACACB	670	714	513	219	1045	335	494	128	190	124	17	55	291	780	129	619	477	36	20	664	661	36	322	18	206	10	159	678	805	572	132	751	93	179	42	639	17	392	91	61	11	682	409	333	27	374	13	499	26	40
ACAD10	36	44	0	81	28	38	29	34	132	43	21	78	115	58	109	9	9	66	32	53	12	70	149	74	101	32	144	28	22	46	72	22	70	63	75	127	94	32	95	99	96	22	44	154	73	8	85	2	32	110
ACAD11	22	690	0	744	25	6	29	14	940	14	17	97	1455	184	835	25	0	12	8	906	21	13	2572	14	1114	26	949	14	19	14	619	14	584	12	11	2495	13	27	412	761	23	11	4	1710	18	9	9	9	8	8
ACAD8	6856	21	98	2573	9810	10731	5805	990	128	2	0	188	289	7739	142	9304	194	237	0	142	12330	0	393	2	196	0	447	6667	7867	5529	7	7271	67	17	4	316	0	8846	122	110	0	7740	10524	310	16	30	2	4575	0	0
ACAD9	450	1036	7674	52	622	238	262	36	37	342	2	14	1104	213	18	373	6387	8	2	2560	496	2	41	0	31	0	33	367	386	413	30	700	15	2963	6	60	2	353	6	41	0	222	206	59	1074	4374	4	5094	4	4
ACADL	202	210	0	191	69	38	382	859	25	562	670	544	33	392	25	276	16	660	859	355	139	289	38	874	25	535	24	280	58	72	1160	75	845	343	545	25	796	121	426	42	874	46	74	22	707	156	1073	46	1030	537
ACADM	235	431	0	26	261	351	269	87	37	68	4	1	4	382	33	198	394	45	8	546	316	9	58	4	22	5	11	335	373	215	9	348	12	3	1	49	3	307	14	51	0	211	240	27	206	792	5	1070	6	5
ACADS	0	43	0	143	0	0	20	53	31	202	15	87	85	0	44	12	4	72	89	79	0	60	101	97	69	129	108	2	0	0	36	0	126	61	91	71	54	0	105	81	44	0	1	71	77	23	123	0	104	82
ACADSB	87	2057	364	39	98	111	65	3	10	174	2	22	52	76	40	82	441	3	2	1505	164	3	10	1	30	0	20	69	77	112	0	88	2	133	2	0	2	106	0	30	0	81	118	30	20	254	3	281	2	0
ACADVL	639	136	0	21	303	224	205	86	15	65	3	0	6	314	9	322	7	1	2	290	630	3	6	7	6	1	3	53	566	221	1	367	0	0	15	6	2	369	2	9	1	396	164	0	16	9	8	27	3	4
