	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ABCB10	1318	333	83	301	1448	2572	628	1550	292	439	1389	627	416	2185	787	1491	137	1332	845	966	339	1378	683	1536	959	912	452	6088	4895	2051	853	3606	626	682	817	683	795	2980	1865	476	1564	1287	355	646	638	510	1224	215	771	860
ABCB4	395	648	58	236	366	549	328	230	12	68	13	397	37	184	24	187	25	198	81	893	208	246	18	67	12	72	12	113	312	262	110	262	94	23	323	12	367	0	201	18	59	366	499	6	66	417	78	107	111	393
ABCB8	1010	819	15	289	597	1000	1473	1479	526	1312	2348	447	1500	1396	1203	384	310	1228	954	116	1240	1962	925	291	985	1046	777	760	288	1022	878	1092	2299	1015	1172	471	900	1831	2787	458	1577	562	61	447	933	749	1462	516	2351	475
ABCB9	460	10	10	64	658	338	641	145	0	16	69	100	6	759	0	542	18	24	165	31	426	116	0	233	0	183	0	615	469	688	84	982	216	167	75	0	213	397	96	0	141	733	541	0	135	43	330	272	26	177
ABCC12	85	33	0	34	8	0	0	32	99	2	165	108	99	48	66	17	0	75	121	0	7	2	132	77	33	13	99	56	3	17	34	2	64	1	129	66	74	10	119	66	1	11	6	66	84	0	11	2	121	0
ABCC3	10	162	1545	3	4	0	1	28	0	9	2	12	309	3	0	8	2781	16	9	243	3	7	0	28	0	6	0	2	3	5	14	2	17	0	19	0	12	2	5	0	0	3	1	0	19	1238	10	620	8	6
ABCC6	27	12	0	23	33	32	35	73	0	34	27	9	1	37	0	27	0	49	26	8	35	29	0	57	0	27	0	22	24	32	21	37	47	0	34	0	38	39	23	0	54	52	8	0	58	23	29	20	45	35
ABCC8	3667	541	594	2111	2930	3555	3803	2199	419	2012	4784	5835	751	3235	332	3637	638	3444	4594	2350	3668	2606	392	1355	302	5884	363	3071	2872	3452	4056	2655	1157	1295	4180	696	4286	4387	2423	434	4937	3396	4770	319	3092	1205	3813	2178	4482	1599
ABCC9	5687	1399	7444	3976	7104	8180	4511	3783	573	3860	1271	2470	1635	7843	802	6518	3087	1771	2209	1728	9242	1810	1061	2598	612	1193	493	8053	7063	4998	755	7153	644	3345	825	692	1071	6844	1752	1742	1536	6884	7349	706	5415	5619	1497	8441	1164	1852
ABCD1	222	2	0	0	221	33	18	2	0	2	1	0	0	33	0	425	0	3	2	4	852	3	0	2	0	2	0	426	645	487	0	222	2	1	1	0	1	34	0	0	0	46	30	0	0	0	5	646	0	2
ABCD2	8794	2469	1846	3710	10046	9256	8130	5969	2950	2387	6776	4419	900	12141	2932	9993	3533	2566	5502	2010	10278	4538	4275	2478	4041	4343	3670	12606	11090	7871	2403	11754	3416	2963	2636	3880	2484	10400	3499	2257	3844	10295	9566	2950	3362	2939	5326	6308	2130	3465
ABCD4	9579	1497	624	2816	10597	10167	7458	6808	1058	3186	5266	3826	2295	8430	1151	11652	1776	5272	5726	1815	12518	6991	1112	2812	1075	4703	1013	11551	9488	8486	3924	8788	4790	3614	4702	1008	4059	7898	4413	1945	5935	4632	8993	1132	3849	2213	2774	6006	4354	5004
ABCG1	250	688	267	1955	769	1000	803	886	1771	1173	672	721	1632	523	1142	442	560	2060	1058	736	105	1040	1225	1141	1537	1868	1831	491	905	775	1198	565	1587	1824	1865	2485	1267	949	2844	604	2115	416	707	1589	2449	602	1297	158	1781	1721
ABCG2	6	15150	28187	1120	5	5	928	2051	923	4526	935	1292	6389	8	2769	21	5398	2785	382	30615	11	1119	3692	2036	1846	3	2769	6	2	13	3149	2965	2049	6843	1308	1846	928	7	3	6461	924	3	6	923	3052	10638	925	13974	1123	1
ABHD1	6	10	150	69	2	3	62	109	0	33	0	186	27	2	0	8	50	24	172	45	1	161	0	124	0	74	0	44	5	0	159	0	135	55	163	0	95	2	50	0	82	1	49	0	298	167	132	100	96	48
ABHD10	1138	2510	158	2248	3289	2562	4455	1827	2193	3335	4161	2679	1080	2060	1695	3330	165	2615	4247	1263	1465	3322	1118	2756	1710	4598	2107	1806	2472	2679	2056	1633	2964	1442	4138	826	3662	4107	2648	2764	3771	3062	2839	1114	1939	2770	2415	1094	5069	3112
ABHD14B	46	163	118	610	22	11	50	1151	45	510	1104	644	83	39	48	22	192	128	1233	883	22	158	67	724	47	77	68	13	6	37	680	30	208	111	225	132	702	61	571	69	133	20	24	69	1180	227	45	92	304	169
ABHD15	22	10	0	6	15	7	16	10	0	3	11	10	0	31	0	17	0	5	22	51	33	0	0	14	0	24	0	25	21	18	1	32	16	10	4	0	4	29	2	0	11	29	9	0	7	0	32	15	13	1
ABHD2	10157	6259	3661	3070	8653	10039	7886	7014	1397	4750	4645	3117	2018	8473	1754	8991	2623	5799	4697	5872	8944	5172	2143	3266	2013	8269	2142	8621	9331	6240	3842	9096	2965	3045	4831	1799	2602	11259	4244	1349	5264	9456	9769	1699	4482	4446	4019	5956	6107	5928
ABHD3	2247	1074	6204	1949	2436	2563	1764	2391	1363	1864	1907	2288	1566	2967	1329	1741	2096	1397	1918	675	2419	1721	1087	466	1095	1655	1444	2593	1697	2627	944	3005	668	2553	1006	741	1051	2813	713	2564	2565	2078	2306	1033	2091	4358	864	5137	1493	454
ABHD5	3440	3771	5256	12239	3746	4296	2909	4470	10179	3417	3092	4069	6490	2894	6686	3419	3295	5982	3902	1558	2199	3550	5431	5014	5818	5948	3364	2326	4154	3483	3004	1798	5335	1115	5104	5179	3830	3446	4964	7706	6428	2598	3335	2214	4318	3603	4881	3200	4928	3212
ABL2	6538	7899	11373	2959	6514	8323	8242	5785	648	1446	7517	4815	2496	10034	713	9223	9524	5022	5396	19579	14219	5951	611	5651	422	2705	941	7853	6209	9239	2445	10453	4565	2570	4445	757	2381	9287	2885	1158	2862	9639	11385	1019	4460	7798	4518	8762	3932	3619
ABLIM1	27915	12142	32967	13354	23731	24805	22740	16744	6345	14666	16441	12153	9595	24129	6987	23317	27770	17748	14478	9285	29022	18165	7132	15033	7611	15552	8932	24002	27078	19836	11969	29665	16964	13375	15953	6148	13671	26747	8900	10802	19285	32523	22669	5548	14769	29874	18486	33229	12773	21632
ABLIM2	520	599	111	524	682	377	888	420	592	671	279	330	1464	567	468	298	536	527	587	319	395	722	677	528	628	789	452	459	475	544	703	973	1079	342	736	946	742	476	429	723	625	892	262	868	614	137	686	482	350	1118
ABLIM3	792	1451	2227	463	722	459	782	897	368	1373	1308	985	491	536	382	886	2711	665	1421	1880	511	1506	424	1218	423	1143	571	667	774	815	936	1126	807	1320	1033	415	866	506	610	257	1012	863	657	297	952	2365	1287	2786	993	723
ABO	34	48	94	0	8	0	17	23	0	0	17	0	0	24	0	10	282	55	19	120	8	34	0	21	0	19	0	0	0	24	0	47	6	94	4	0	4	16	2	0	0	16	8	0	6	141	53	188	2	17
ABR	9145	1921	4325	3249	8058	8735	5524	5004	922	3175	7212	5040	1273	9046	1045	6753	8912	5583	5988	2398	9849	6107	810	12067	1071	8568	1187	9455	8134	6395	6764	8024	8109	8206	7062	1077	10957	8702	2859	770	4345	6404	8834	771	5353	12933	8208	9730	6818	11218
ABTB2	103	81	48	310	108	38	193	472	19	145	287	627	53	59	33	111	131	264	193	101	63	429	67	188	38	195	74	161	83	111	82	217	125	115	606	29	500	97	512	15	314	167	14	37	349	610	259	61	264	595
ACAA2	9417	2575	7147	5043	6225	5240	5457	3877	4749	1497	3054	7394	3715	5739	5268	7117	2985	3003	1965	2294	13651	2145	3844	459	7268	2333	5358	6631	11288	4834	4240	7907	3889	3757	2535	4902	884	6839	3474	2301	1894	8511	3902	4855	2810	4828	3203	8000	3020	924
ACACA	13509	6251	1350	5819	14498	14554	12178	9619	8094	6059	6928	7146	8151	13135	5966	11556	3185	9674	9388	6439	11642	9516	7267	8700	8474	12884	4743	15082	10159	12262	7439	11446	8870	6314	7585	6800	10188	15515	9459	7300	9137	13798	15148	5764	6921	4561	7836	5211	11596	9998
ACACB	5427	1676	328	2462	6383	5904	4531	2283	126	1030	1199	1047	143	5195	122	6619	317	1972	1357	1654	9107	2222	113	2207	185	2094	144	4787	5544	5583	1258	7299	2464	518	1652	127	1129	6003	898	220	2548	6389	6317	151	2319	1177	2098	4548	1376	798
ACADM	9404	6786	8576	10223	7561	8508	11870	8955	10517	8829	13156	8074	8810	12639	10721	8684	10635	10236	10866	7459	8674	8749	11242	6755	10338	11317	6836	12828	9748	7236	6874	11148	6827	8999	8631	9473	9309	9952	9519	8347	5946	8848	10899	10141	8809	9088	10627	11115	6193	8759
ACADS	6	2	605	5	6	9	19	11	5	4	2	13	3	6	4	6	607	2	4	2	3	7	3	11	5	13	6	15	15	0	9	0	8	123	4	5	11	6	8	2	6	4	13	4	16	244	27	484	4	15
ACADVL	7706	1486	1982	2209	7273	7457	8403	7868	689	4074	5869	3834	1206	10234	675	8204	3731	6254	5938	1742	11063	5891	668	3983	856	5539	649	10177	10928	3396	3137	9410	3648	1621	4065	732	5783	6662	4678	686	5364	10025	8059	660	3704	4115	9121	5910	3897	7399
ACBD7	5737	1048	275	1270	3942	4770	3943	2536	1207	932	959	1875	431	3962	1207	3716	187	635	696	281	6182	2675	1366	1931	1418	970	1463	3880	5874	5953	1720	5734	1626	745	756	1117	1631	5120	1449	1392	450	6946	5875	1060	1949	394	2436	3312	747	990
ACE	26	9	0	20	64	67	88	97	18	12	3	11	27	22	18	188	1	21	10	18	67	2	27	42	18	19	27	118	74	238	34	17	38	5	28	54	25	121	17	27	16	138	21	27	29	5	38	6	22	17
ACER2	18	111	9	44	16	2	17	9	4	276	104	34	4	9	6	22	19	22	40	622	10	7	5	50	6	50	4	40	11	10	30	41	30	20	32	7	46	10	15	2	79	26	1	4	29	75	56	20	15	37
ACHE	66	259	336	103	36	34	42	311	462	216	120	435	218	72	248	58	401	370	221	308	7	231	113	391	343	532	661	53	28	35	250	17	298	217	230	444	522	19	258	262	122	17	60	267	154	517	73	235	271	265
ACOT1	746	83	185	68	1033	878	940	104	48	514	94	157	34	545	46	1303	289	70	459	187	1660	201	51	125	95	150	93	1362	1124	931	162	629	239	304	107	56	262	559	153	2	307	696	665	53	219	421	134	775	319	556
ACOT11	2911	109	0	985	2845	2486	1900	1087	0	86	290	109	0	3570	0	2872	81	905	226	4	5936	810	0	490	0	201	0	2895	3274	3446	240	2603	245	106	306	0	160	4360	48	0	33	2450	2780	0	327	82	856	2167	28	303
ACOX1	8635	12327	8766	3907	5907	6856	6601	5094	3654	2448	4799	3379	3373	6315	3464	4875	5377	2607	3872	7745	5762	3485	3512	3161	3114	2866	4091	5525	6213	9210	3542	6530	4348	5558	2923	4373	2362	8089	3618	3900	3379	7898	6082	3532	4878	7074	5189	9580	2439	4502
ACOX2	1496	2280	717	3804	2637	2689	2274	3485	97	1104	2367	82	48	1580	100	2780	2362	860	839	564	4046	1672	99	3055	193	1965	191	549	2881	283	1928	1217	4704	959	3967	98	258	1320	389	8	3890	3499	2496	98	4160	4533	2654	2991	258	2270
ACOX3	686	603	10	487	711	1219	620	773	255	861	535	352	450	555	49	567	114	416	362	174	1072	663	284	597	251	694	136	445	1018	392	505	695	933	187	522	490	802	842	620	271	488	894	944	483	486	450	806	601	475	534
ACP6	1376	71	19	424	3269	2735	1346	510	0	11	219	267	24	1713	0	1589	19	47	222	62	1251	88	66	469	110	91	22	1091	1392	1651	142	2035	236	20	14	88	55	1813	124	44	80	1053	972	110	103	21	591	644	85	237
ACSBG1	6980	1252	6209	3114	5805	5794	6581	3879	252	4684	3642	2920	86	4321	254	6147	11365	2742	3172	461	10057	3506	429	3011	264	1217	211	5630	7136	3965	895	6021	1661	7169	1799	367	1964	5422	2505	300	2045	7965	7038	252	4604	5499	2953	6424	1626	3822
ACSBG2	31	130	30	152	13	13	67	40	378	104	70	88	383	139	252	34	10	37	20	12	13	48	504	66	126	52	378	13	26	13	131	26	148	15	21	252	78	13	30	252	17	39	28	252	26	20	35	20	54	34
ACSF2	827	18	0	3	296	126	84	110	8	2	1	10	24	168	21	223	0	3	6	19	163	1	31	15	16	2	21	190	57	511	11	513	13	2	10	15	9	269	3	42	1	353	232	9	9	3	7	269	7	5
ACSL3	32517	14783	9611	17562	21267	21976	19800	15906	20155	15219	27956	14121	15518	20285	20211	21129	13089	17676	25078	17130	34445	19422	15715	15791	14648	19420	12572	26727	35998	15056	14647	28488	13010	9462	15086	15762	19120	24357	17632	24550	22455	32689	23919	19207	16766	13521	16609	19313	28597	15568
ACSL6	28312	11501	3170	23443	25181	21857	19229	15069	16470	11297	13693	11650	11021	29134	14743	25095	5736	13865	11586	4098	36510	15181	17118	11070	15832	12348	21137	20328	31098	22360	13997	29325	13234	8393	12055	15269	9424	24961	13155	12348	11923	28146	27466	10301	12726	6583	13188	13281	10132	13301
ACSM3	51	42	0	84	17	34	17	1	84	19	3	0	126	17	84	1	18	1	1	42	51	0	126	0	84	22	126	34	51	0	61	0	0	36	19	252	21	17	18	126	2	34	35	126	19	0	2	17	37	20
ACSS1	7218	1458	4755	2769	13454	12871	6371	5139	2334	1502	1752	2275	1508	5841	2374	11358	2242	777	1231	1202	7401	1305	2367	1462	1711	1396	2118	4983	7906	7664	1958	11143	2138	2061	2722	1638	1054	9114	1039	4239	2512	7168	8357	1830	3081	4031	1759	8119	1339	1359
ACSS2	2066	1121	96	1380	2882	1415	1270	1333	341	2178	1705	1072	384	1175	644	1918	258	3869	1350	534	2060	2711	197	1807	170	3339	491	2531	938	2373	2329	432	1316	619	1638	478	2553	2594	2887	508	2571	839	3288	803	2562	2156	2051	513	1132	3207
ACTA1	33	6	40	17	12	4	22	22	3	141	7	63	68	26	12	30	200	63	4	0	10	127	9	83	9	4	6	1	4	28	7	2	25	155	137	3	160	22	20	3	127	22	10	3	114	49	23	122	1	225
ACTA2	3125	430	4609	8718	3131	9357	5	10728	6	3150	16398	2940	852	3122	10	3130	1676	6285	11136	8198	3135	371	9	2527	6	6281	8	15282	6248	3122	3017	433	232	6243	6140	5	2487	3125	8513	16	425	6262	6239	4	11446	423	613	3958	117	359
ACTB	99349	82773	84395	92671	107218	114238	102743	98687	64679	71193	94697	80591	74511	88125	73906	112853	99168	90128	98655	95755	113847	98153	70387	95711	71445	99888	56342	106397	103071	125011	82696	133801	103901	89368	88960	81030	80795	107441	95341	69822	99605	128412	102188	74092	82491	87820	79163	78261	91360	87075
ACTG2	3	0	132	299	0	0	0	607	0	301	598	299	24	0	0	3	48	6	602	299	0	0	0	306	0	4	0	0	0	0	300	12	11	1	7	0	306	0	303	0	0	0	0	0	620	13	3	24	3	3
ACTL6B	424	992	575	1891	723	1010	1133	831	2107	1381	407	665	1527	1048	1555	1086	952	847	1648	323	1117	883	2314	1250	983	1265	2479	810	989	712	1087	701	1465	512	1241	1930	832	790	738	799	789	765	419	422	662	922	973	954	1212	997
ACTN1	1398	238	941	1230	1860	1435	3410	2679	242	2523	3670	1704	390	1104	350	1419	919	2806	2031	260	881	2716	495	1380	327	1356	279	1145	2291	574	1467	601	1350	1281	1456	295	1198	1580	2483	162	1278	1169	1158	241	1603	800	2673	734	1469	3785
ACTN4	418	687	95	342	389	204	414	552	191	392	171	193	459	188	855	218	40	648	133	388	372	276	914	530	798	391	419	311	369	444	803	399	523	153	266	744	238	367	308	1009	374	425	157	503	353	255	264	241	203	241
ACTR1A	4252	4580	9833	6701	6475	5355	6474	4346	2947	7235	3723	7132	5374	3672	2751	5366	14858	7072	7446	3822	2960	6585	4427	9695	3595	13715	3641	6418	4566	5486	9657	3708	8293	12947	8451	6789	11065	5757	7434	1928	7983	6407	4343	3887	8802	12685	6686	5522	12186	13415
ACTR2	8662	12653	6827	15454	11264	11453	11516	15211	8034	9636	16336	12311	8833	12877	6435	15255	9862	18528	15069	12987	9657	10412	6815	19722	8048	17690	6905	12481	12674	15661	13402	16157	16648	11201	10121	8234	14425	13823	10614	10518	13281	13888	16187	7715	9065	10573	11052	9873	13458	10743
ACVRL1	5	44	0	43	0	0	52	110	0	58	63	0	0	0	0	6	0	139	6	99	0	53	0	96	0	5	0	0	0	0	86	0	76	43	62	0	53	0	24	0	52	0	0	0	25	95	58	0	58	0
ADAM17	8436	10653	2935	7726	6154	5735	6883	6412	4555	8472	11386	8888	4761	6908	4324	7652	2807	9459	9594	11350	7232	9786	5376	7598	4952	9786	4847	7319	8446	7560	8140	8397	6530	4362	9401	6112	7308	7769	7179	4742	9586	7663	6625	5655	6171	6155	8110	5440	11433	6989
ADAM19	3229	1602	935	1431	2339	3768	3516	2316	3038	1465	1345	3474	2552	3284	2480	1847	1764	1486	1180	2963	1288	1502	2740	2101	2737	2565	3818	2865	3227	2053	2455	1872	1648	844	2107	5242	2674	3025	2444	2641	1748	2177	3416	4337	725	1569	1978	1007	1795	2145
ADAM21	211	0	0	46	356	177	48	72	0	59	76	27	3	238	0	242	0	66	65	0	532	139	0	132	0	91	0	209	622	208	63	626	135	84	221	0	171	238	68	0	174	1095	30	0	129	11	144	61	2	335
ADAM22	7029	3831	20426	5354	5071	7968	5302	4244	2169	7481	5852	3649	4672	7113	1730	6759	19420	6775	8045	2654	6132	4559	4246	5335	3007	7212	2009	6256	6216	5601	4056	5526	6079	5110	4045	4249	4973	6108	7145	1512	9487	6560	7221	3421	7274	17858	7623	9520	8314	4720
ADAM23	1311	190	1352	406	2110	1688	2550	907	71	490	1044	511	355	2364	31	2061	2075	836	659	251	1176	790	50	383	64	1442	65	874	2006	1810	917	1774	706	778	949	105	741	2444	920	66	948	2755	1846	90	826	1337	952	1447	1395	878
ADAM28	2894	9804	2471	636	3195	3325	1951	283	435	690	22	606	263	3134	559	3286	2475	46	256	7992	7401	589	79	33	103	349	79	2167	3038	3643	693	6009	324	553	807	337	119	1719	332	704	561	5293	4137	622	351	1990	247	1744	243	690
ADAMTS10	190	4	93	5	135	455	150	101	2	113	284	81	24	406	4	448	122	200	110	6	459	47	3	214	2	401	2	530	268	89	53	253	58	105	161	2	428	378	66	3	122	400	287	1	47	56	239	34	21	136
ADAMTS12	8	2	0	1	0	0	0	26	12	1	3	8	3	0	6	9	0	18	14	11	0	6	0	19	9	9	18	1	0	0	2	0	31	0	16	12	18	0	12	6	2	0	0	6	31	0	12	0	13	2
ADAMTS18	47	2477	5041	1648	40	152	43	1350	5094	1153	177	1760	4041	78	5954	102	4007	489	183	884	5	717	4671	344	3451	956	4679	61	112	5	3255	79	934	5570	496	2918	1328	114	1235	5022	81	10	376	5733	1311	2962	730	1836	847	756
ADAMTS2	9	95	15	259	0	0	1	25	180	9	6	5	369	0	188	9	11	19	13	5	0	0	12	19	438	12	352	1	0	0	88	0	27	5	19	94	20	0	97	356	2	0	0	262	28	12	8	6	13	7
ADAMTS20	4	84	0	86	0	0	3	14	1	172	172	7	86	0	1	91	0	182	9	86	0	90	1	96	1	94	1	0	0	0	3	0	23	257	185	3	15	0	97	0	6	0	0	2	20	4	12	0	14	180
ADAMTS4	7340	2737	4437	18201	9825	22752	1856	15849	3684	3840	25981	1383	4221	7371	4339	8287	3744	14402	13695	14372	7060	1518	3737	3431	3882	15328	2027	35580	15490	10429	2766	3154	2294	18563	14324	5078	4716	7996	14988	2915	2225	15094	15787	3517	14970	2896	2599	8688	3514	2081
ADAMTS9	571	642	912	1144	1378	2194	1018	477	192	474	394	414	113	1998	144	1248	954	620	473	537	205	327	192	610	96	618	240	1207	411	342	666	1362	687	646	616	192	429	945	488	48	1072	1147	913	0	903	1014	633	1007	300	513
ADAMTSL4	284	8	1265	101	889	646	487	20	0	9	1	0	217	375	0	696	614	5	2	406	796	2	0	4	0	5	0	967	429	1381	1	1464	7	40	7	0	3	220	4	0	4	461	916	0	222	337	5	907	2	3
ADAMTSL5	148	7	60	64	115	224	253	149	0	47	4	22	5	133	0	208	65	23	25	0	250	4	0	27	0	12	0	116	269	146	8	287	12	45	12	0	5	274	23	0	10	314	344	0	53	51	3	120	2	23
ADAP2	519	260	140	402	171	647	498	516	270	565	379	441	576	345	291	687	144	273	286	985	571	146	207	60	207	166	207	437	419	821	205	1053	368	147	307	642	27	247	182	126	23	756	425	498	122	259	100	63	198	72
ADAR	21458	17469	9017	17183	21688	30111	20431	20199	14290	13277	22435	16145	11142	19977	10405	19312	10045	16820	18342	16906	19558	11394	9100	13513	10736	19418	9660	32579	28168	24702	13620	22502	15405	12578	19209	9908	23743	26518	15787	11371	18898	26227	28985	9124	17927	14014	11413	11650	20737	14310
ADARB1	211	536	917	361	268	357	424	1464	26	495	557	429	75	301	26	385	1580	2030	581	182	472	1367	6	1966	75	882	54	403	422	174	1108	226	922	1540	498	21	2064	535	469	56	1729	414	413	49	1692	917	780	1558	852	1772
ADARB2	2783	4787	547	3395	2844	3367	4878	2391	3548	6492	4755	7824	5306	3046	3096	3526	1204	5196	6878	7107	2641	5036	6853	3767	5164	10091	4123	2742	2632	2182	5851	2611	4781	2661	6646	13864	7434	3689	6209	2861	5235	3372	4555	7552	4497	3239	4822	1878	8673	6716
ADCY1	2357	958	1025	3080	3026	2719	3388	1761	3124	4170	2946	1601	2991	1522	1554	4142	2363	3408	1738	1231	2338	3022	2086	2636	3307	2245	1702	1153	2977	3274	2570	1922	2434	3643	2896	1679	1701	3885	2847	2349	1891	3735	3094	3211	1660	1793	1548	2442	2510	3111
ADCY2	22078	9278	16607	11757	26430	23466	19045	14995	4887	13961	13147	10166	4140	22713	5138	21846	21550	13099	13453	4221	22201	16497	8900	12485	6199	13753	5481	20820	16530	21297	12192	26793	8006	12235	10947	6706	10877	24588	10964	4833	9986	18556	24129	5218	13076	18786	11470	23364	10245	15946
ADCY4	2	959	2160	94	0	0	35	132	27	1112	36	143	508	1	74	2	818	107	118	2288	0	92	100	131	49	3	75	0	0	0	209	23	123	80	154	50	40	0	2	170	34	0	0	26	531	581	36	1273	95	1
ADCY5	2134	1116	10831	1406	1971	1892	1581	1681	1635	1655	1166	995	2840	1722	1601	1435	7342	1666	1656	656	1263	1468	1609	1143	1349	1547	808	2000	2740	1587	1817	1428	1896	4685	1204	1152	2196	3405	1842	842	1260	1578	1737	769	2689	7711	1543	2359	1233	2103
ADCY7	1796	233	12	632	1118	1038	1197	552	186	1046	84	598	93	1108	186	365	24	652	690	46	542	656	186	419	372	473	372	217	506	1264	313	963	761	441	547	186	292	689	1032	0	496	253	2062	186	622	305	180	227	560	1014
ADCYAP1	301	55	0	310	294	196	480	559	110	372	955	108	220	196	110	2	144	45	462	126	196	647	0	608	275	344	220	236	98	196	604	196	887	876	553	55	11	0	1301	220	749	98	99	165	682	371	776	0	902	106
ADCYAP1R1	36521	7329	4410	9076	29428	30861	18446	14560	6446	11432	13578	10995	3538	28964	6591	24843	7937	9682	12004	7002	30540	14649	5746	10286	5991	13514	7331	28284	34824	21871	12772	36090	7808	9846	13084	3869	14623	29572	11835	10202	15036	30540	28129	4991	10388	8890	12649	16719	11811	6742
ADD1	32074	7538	16669	9767	28091	26906	21390	15652	2922	11539	13929	14466	7179	21437	4806	22678	21643	11576	17171	7118	23944	10050	3384	10676	4819	14881	3945	22790	29548	25883	11298	35336	9384	15645	8383	3643	11162	29157	12383	3895	13103	25688	21960	4276	14532	16557	13005	22893	15641	12953
ADD2	1539	388	841	2188	1024	1582	2468	938	419	2502	1253	1919	989	1521	622	1255	1396	1903	1394	458	1301	1481	555	1632	432	1355	387	689	838	1485	631	699	1633	1864	1028	394	957	1904	1786	527	1380	1872	764	311	1684	1498	1461	1039	1309	1029
ADD3	40184	24456	11847	33636	36485	39871	36776	30634	41322	29860	23826	26719	31665	39390	40757	35502	15078	21939	20518	20252	47670	20636	42845	16761	40466	17012	41277	41672	42917	33928	30320	43041	19088	20083	18150	34612	27456	40516	22381	31462	21630	44477	38090	37941	23908	14084	16866	29964	24877	18083
ADHFE1	10837	1727	664	2778	17979	14542	8134	3001	1569	1064	2263	3393	595	10883	1448	14387	964	2547	2149	800	11871	3429	1796	3144	2243	2803	2254	6436	10920	8824	1986	14518	2684	1388	4182	1807	4065	11629	2627	922	3305	8802	7352	1479	1725	1394	3742	5615	2431	1490
