	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ACBD7	2403	2197	2784	2940	2416	4591	1651	1096	1110	2341	2968	1419	2443	2088	2311	1832	2049	3856	1024	446	3821	1749	1289	1732	3334	3829	4806	1214	3265	2397	1883	2146	1014	1503	4444	395	1213	1257	3462	752	1216	1458	1426	2310	2774	2184	1772	2009	2678	1867
ACE	15	34	23	3	54	60	27	19	2	57	1	16	28	25	28	20	28	7	10	27	8	0	36	18	63	19	76	19	92	36	0	12	24	33	68	2	4	17	78	17	21	9	27	11	14	12	10	74	5	53
ACER2	1	69	43	14	11	1	288	14	36	50	19	22	39	36	304	5	19	22	21	36	7	6	43	51	4	44	15	309	52	26	838	17	26	11	90	16	51	11	20	71	35	574	310	60	28	287	10	19	30	1
ACHE	320	222	76	3	430	260	220	349	351	132	43	246	43	381	80	613	185	6	151	432	61	227	407	394	206	274	90	397	185	116	292	328	113	224	122	310	435	151	62	229	407	235	156	331	166	117	150	346	53	217
ACOT1	588	412	423	513	201	262	289	192	454	594	445	163	1017	200	919	294	456	429	96	51	697	326	97	332	71	541	695	101	117	211	400	146	148	233	805	153	182	210	683	444	570	569	150	381	127	83	389	350	792	81
ACOT11	1180	860	534	2063	679	741	812	0	128	867	2112	738	1808	621	1898	787	1035	3038	463	2	1712	874	422	178	2080	564	2140	857	1719	315	708	251	110	728	2031	0	36	744	2387	751	251	247	323	626	918	277	299	742	1669	877
ACOX1	5156	8451	5058	5062	5900	6144	4150	9646	4114	4058	4243	5119	2898	4968	5349	6514	3880	5434	4863	4491	5659	3481	2527	4760	7260	5819	6927	5460	4851	3778	7488	4041	2546	2725	6863	8231	5730	4300	6744	3271	4571	4163	4911	5391	6279	4698	6134	6108	4720	3022
ACOX2	3873	1648	3840	5349	2235	2684	982	1046	2425	188	1449	1953	5277	161	2259	60	2176	1310	780	69	1784	52	3295	2039	71	355	414	803	289	2250	2036	4739	183	2229	2140	478	1833	2217	2142	5569	2423	4182	2251	8507	2735	1714	1534	2082	1301	73
ACOX3	793	423	527	1174	668	509	915	280	387	216	693	109	363	579	683	504	934	476	420	597	511	251	378	727	468	494	232	532	321	468	1540	372	234	824	605	73	304	935	1213	505	284	423	623	764	484	729	771	363	674	690
ACP6	342	341	328	736	1919	255	145	20	2	789	791	285	257	306	796	202	522	1207	709	104	333	406	289	407	1168	398	797	250	233	48	1106	245	17	453	658	19	54	162	1442	84	44	367	63	96	435	75	657	1207	1225	87
ACSBG1	4458	6023	6353	7165	6775	6690	1899	5295	4217	4296	6633	3493	6434	2397	4357	4586	3665	3077	3725	186	6821	3289	3825	2307	1276	2564	5159	1209	2557	3002	5988	3779	1452	2670	4053	5383	4179	2638	5450	5343	4897	3455	3194	4167	5254	3679	2896	2995	6563	884
ACSBG2	9	36	37	0	12	26	276	161	152	152	31	31	18	30	31	517	50	20	12	138	16	268	16	58	126	21	20	252	18	143	0	161	19	46	38	20	54	57	58	21	48	5	16	31	23	41	21	48	26	283
ACSF2	113	3	12	48	108	129	47	1	9	1	144	10	75	51	107	20	109	325	5	19	21	15	14	2	137	25	381	10	240	16	37	115	10	2	231	107	1	110	611	107	7	6	14	14	108	11	149	19	260	26
ACSL3	21327	22740	26200	23724	19185	24590	18598	13017	15465	26834	32114	13443	27078	19275	18917	19769	27006	22876	26443	16097	24846	19038	18581	13761	17447	20354	30387	15738	14746	18949	24999	20133	12936	20134	24825	10037	17607	20588	24081	15169	23519	17957	18440	19256	24906	14224	24093	16762	23089	14772
ACSL6	17422	16822	17582	21309	14465	16356	13141	12633	13777	15764	27687	11844	19159	11046	22384	12779	18914	19236	12075	9105	21902	12286	10658	10869	16243	17268	31016	14926	14358	17554	12867	15123	11438	22562	21325	4209	9468	14089	21370	14207	12127	16544	11673	13463	16982	11775	11876	14323	17001	18514
ACSM3	18	0	19	17	18	60	2	84	19	1	0	17	19	36	1	43	1	34	0	84	17	18	0	1	34	3	0	42	19	103	17	0	37	60	0	1	36	35	17	0	1	19	1	18	1	18	1	36	18	126
ACSS1	2739	1945	2976	5470	8958	4793	1277	7590	2387	2788	7489	1892	4608	769	7045	826	5053	6373	3459	1066	1930	1631	1871	2324	4252	1376	4260	2565	2785	2649	5098	3451	960	4675	2630	3497	2603	1997	7779	2378	3424	3227	2456	3513	2874	2909	5768	5688	5559	1858
ACSS2	2149	1594	2709	2046	282	2308	1064	25	870	1795	1237	611	1602	2312	1568	869	2766	1342	1657	711	1997	2398	2006	1063	337	2051	2851	1563	2902	1125	1625	1995	1375	1640	2360	338	2629	3713	2316	2597	2189	2837	2289	3661	1507	1357	1418	633	2541	765
ACTA1	59	4	89	52	2	36	79	80	4	61	16	146	29	52	20	8	4	5	4	9	183	64	160	58	11	68	11	62	5	17	0	68	179	197	44	320	100	70	48	183	124	78	113	48	4	131	13	43	141	179
ACTA2	849	7	9034	2503	6446	14	8311	1261	10999	3160	5610	1685	9676	8232	2811	2	9053	2807	45	8197	46	364	2593	17489	36	3577	16	6255	114	9267	4	5949	6282	6033	3270	4574	535	14866	6023	5	649	6	8546	8618	438	12477	3544	3123	3473	3435
ACTB	97586	90304	105356	102951	99558	87949	80634	75835	83612	97578	91847	84417	106274	114111	103815	73211	90978	115251	93725	85214	100823	80958	91127	80371	95519	85987	96412	84604	109151	88127	87137	88610	89267	88746	107402	87755	78174	99552	85579	88852	87342	97799	86675	92624	73536	89383	110778	88757	107455	89482
ACTG2	15	4	302	299	323	6	305	37	599	0	299	48	0	304	302	0	6	299	4	299	0	0	306	302	0	0	3	2	0	1	0	4	8	0	1	360	12	5	314	0	3	0	306	300	3	0	15	2	1	3
ACTL6B	784	1093	852	1554	756	769	1604	1286	1291	1330	324	1290	933	1771	878	2220	777	779	1016	858	792	1105	1306	1064	1323	1019	1105	1153	719	1124	240	820	1060	972	836	739	478	707	791	722	996	756	697	1182	1150	509	925	1343	321	2251
ACTN1	834	1685	1583	1212	1824	2669	1844	853	2571	1963	775	2429	876	2583	2710	878	3189	1712	1756	349	2922	1140	1399	1127	892	2344	1162	1992	1676	920	209	701	1677	1211	1499	641	2505	3246	1515	1325	2872	1377	1380	2582	2724	320	1205	2232	1263	870
ACTN4	474	188	301	467	197	328	287	182	371	420	109	321	298	197	107	430	582	350	84	666	414	504	516	351	278	343	344	466	559	546	393	507	229	203	543	138	220	312	409	186	408	308	334	459	213	332	290	298	480	264
ACTR1A	7165	6563	5476	8318	7717	5366	3892	9293	6924	5017	3823	6504	10105	9701	5218	6444	5551	5717	5483	4727	6075	6641	10499	5530	5184	6081	3680	7059	7538	8445	2008	7146	8231	6817	7382	8883	9159	6882	3055	7926	5558	5909	6223	11789	6057	6447	8582	8378	9451	5754
ACTR2	12161	10406	17964	11559	12926	10699	11256	10514	11281	12661	10740	7807	8361	16580	12683	7291	16744	17564	12283	12535	9566	7507	19454	12492	12973	12877	11250	13341	15646	10449	9472	14701	12248	13666	12887	6954	9140	10883	9630	12566	9553	21449	9161	15184	11538	12046	10436	12913	11439	9631
ACVRL1	48	6	48	9	0	62	111	0	0	43	0	43	0	14	54	0	139	0	5	1	43	1	96	109	0	9	5	59	95	43	148	7	53	52	1	0	43	35	14	9	48	100	68	96	48	48	5	0	0	6
ADAM17	6810	12860	8548	7234	5408	5747	6021	5219	7115	7864	8376	6341	7999	10089	7510	6543	8619	6907	6845	6498	8912	9024	7373	8444	7042	6988	7831	6097	8191	8050	9582	7863	7007	7051	10842	2356	4924	7676	6647	5957	7254	7832	8471	10057	6724	10029	8306	5401	7965	6013
ADAM19	2000	2137	1717	1156	3171	1736	1566	1531	2627	2006	2151	1477	2410	1602	2795	3855	1912	2562	2214	4640	1851	1803	2097	2408	3429	2811	2214	2162	2013	2105	2024	1387	1249	2071	3078	745	1319	1404	1513	777	2587	1838	921	1874	2638	1481	2391	2926	1502	4333
ADAM21	43	78	29	649	177	53	57	0	89	378	562	3	182	14	182	0	47	177	242	0	185	62	69	215	30	150	387	62	240	3	61	321	217	66	180	0	137	142	45	62	100	82	127	24	65	208	180	76	407	111
ADAM22	5373	4915	8772	6339	10923	4552	3339	18612	3882	6913	9156	9849	6865	8010	7779	5341	6854	7041	8082	4135	5578	5621	8817	5101	10801	6318	8438	3425	5342	7935	1697	3916	3922	5003	6720	10983	8774	6351	5833	13382	8705	6723	4971	7817	5403	5051	7383	5018	7351	5441
ADAM23	508	475	994	974	1162	1206	1012	1053	661	1743	1188	2111	2691	709	1435	681	1683	1120	670	356	773	429	554	616	1601	2413	2093	479	1180	775	701	741	665	1655	1270	910	422	1008	1316	541	638	963	693	797	1138	940	2522	1106	1056	408
ADAM28	386	4735	399	4172	1632	567	1047	897	994	1448	2984	2362	3664	916	3961	735	640	2524	1922	240	2816	709	814	408	2144	2510	3805	987	2854	646	3680	895	766	479	3803	1647	391	223	1192	389	234	2824	3587	676	246	5736	2802	1476	3049	1061
ADAMTS10	91	192	202	158	288	173	169	46	162	241	115	88	313	137	436	112	255	297	38	5	171	45	171	135	47	272	280	25	114	121	168	72	233	199	202	136	16	70	78	158	144	269	38	17	161	44	92	36	136	193
ADAMTS12	10	15	9	0	5	17	21	3	7	1	0	0	1	13	11	15	18	0	12	14	3	5	17	20	3	6	9	12	0	4	9	11	16	0	1	0	2	11	9	0	16	7	21	3	11	2	12	0	0	12
ADAMTS18	2454	316	277	253	1286	779	846	2300	965	151	352	1454	176	816	170	2521	474	1201	1797	3959	408	1806	407	921	2283	433	59	1255	822	2021	547	666	907	430	376	7678	4644	733	833	101	199	430	1164	193	414	124	310	502	685	1576
ADAMTS2	101	11	9	3	1	17	26	101	95	3	90	3	1	11	12	178	19	6	13	12	86	9	20	182	7	2	8	3	3	8	94	95	18	3	6	11	4	14	9	1	11	89	22	4	184	4	14	7	5	94
ADAMTS20	88	9	90	0	84	94	97	3	175	85	4	5	8	14	91	4	95	2	9	87	4	87	96	6	1	2	5	178	1	87	2	9	348	91	86	2	2	17	89	2	5	2	15	9	12	86	11	90	88	6
ADAMTS4	2727	4137	15202	2196	9584	3373	14859	2657	15236	9815	7459	3198	22104	14818	1595	4522	20606	2716	1978	15508	2203	1871	3154	34202	2915	8319	2303	13815	2890	21802	2247	14966	15477	14463	9029	6809	5671	34116	11423	2582	1266	2206	15564	14244	2805	28675	11644	12201	8978	10761
ADAMTS9	888	913	1365	435	754	628	570	673	316	781	480	1396	1402	446	760	161	1133	1442	162	453	134	168	956	1333	1178	386	270	489	440	702	627	689	445	781	602	2416	1070	508	1284	1457	825	824	494	1506	655	688	1280	1241	965	672
ADAMTSL2	5	4	6	0	0	10	11	0	1	1	0	2	2	4	4	1	12	0	4	0	1	0	12	6	0	2	4	1	4	1	0	5	10	2	1	0	1	5	4	0	6	1	9	4	6	0	4	0	0	4
ADAMTSL4	12	605	102	521	635	347	200	928	5	707	85	1071	448	9	326	329	73	53	368	0	298	0	43	53	216	675	668	0	523	49	619	15	5	400	360	1217	674	65	902	795	2	17	426	0	561	663	1319	1956	567	58
ADAMTSL5	71	42	183	146	128	113	12	62	24	66	120	33	68	32	135	80	91	198	27	1	41	85	33	5	124	155	175	3	19	36	102	77	7	55	84	46	36	75	201	35	21	130	25	64	103	43	41	28	91	87
ADAP2	214	466	380	527	149	156	353	255	880	257	86	218	335	222	635	914	484	901	502	535	278	281	121	236	524	261	226	844	585	596	995	315	363	529	275	93	22	264	268	18	315	364	184	133	36	1774	385	69	650	695
ADAR	13408	20464	17891	9783	23358	17353	15609	6682	18330	19736	20046	13284	28093	20411	16083	12349	23718	18870	12711	16043	14397	11855	11031	25824	17402	18429	18224	24810	18180	19700	25916	21538	18172	20392	26017	10073	17014	22652	11938	10966	23070	17716	17969	20261	10373	22873	25003	20444	17502	16398
ADARB1	740	386	492	523	495	1068	1006	741	252	599	335	1235	567	380	437	114	965	182	398	197	1519	964	1900	757	153	473	595	884	1074	711	178	1451	1486	506	414	1101	1085	536	363	1265	2017	1342	1192	1314	1011	1200	723	558	807	1457
ADARB2	6500	7807	3733	4369	5397	3697	3551	3222	7799	2895	4246	2639	4385	6549	4753	6101	4604	5389	5419	8900	6367	5859	3072	5036	4894	5359	3396	4969	2919	5150	3087	3383	5144	5493	5719	1179	5268	4312	1909	2593	5914	4318	3740	5274	3813	3183	5350	6103	3132	9312
ADCY1	1833	1435	3353	2851	3065	1961	3635	1569	3594	3605	1872	2725	3322	1296	3170	811	3386	3281	1990	2457	2475	4149	2500	1573	2422	3856	3252	3228	2518	3313	1330	2828	4095	2438	2851	1680	1622	2128	2184	1725	2665	2715	929	1122	1660	2053	2481	2184	3208	2615
ADCY2	15250	13544	15141	16678	25090	13972	8306	15094	12745	15390	18924	14804	16163	12337	15058	9247	18594	15155	13175	5706	14728	15093	14794	12361	16010	14486	25361	9535	16007	12690	12995	15681	10469	14902	21772	15451	16614	10968	22764	15902	12903	19337	10373	17595	15215	10609	15732	17281	15611	12603
ADCY4	83	61	95	81	571	38	1264	1706	26	94	59	922	0	60	281	28	107	24	469	73	92	108	130	94	1	0	2	1192	184	106	4176	1789	38	92	117	2114	1366	3	27	864	60	2274	400	127	445	257	434	843	1	52
ADCY5	1402	1101	803	1814	2983	1235	1111	5434	1099	1420	2748	2373	1287	2201	1550	2095	1734	2835	1639	1730	1870	1200	2476	1514	5551	1057	3196	1090	1936	1779	1277	1132	2291	1273	2244	6917	4622	2188	964	4097	1553	1195	2679	1284	1462	781	1669	1997	2120	1654
ADCY7	941	911	703	259	556	331	41	489	343	171	1377	176	667	640	289	178	496	309	704	102	290	503	412	149	1009	385	436	395	693	468	109	845	583	1156	1541	320	304	1084	393	396	400	518	410	545	618	47	1579	1085	861	478
ADCYAP1	235	38	510	763	242	341	522	153	60	273	65	1	99	548	70	110	10	310	198	126	366	265	274	1118	0	576	394	746	965	177	55	444	1013	514	312	1	1	1551	338	603	102	210	680	371	319	265	8	185	0	57
ADCYAP1R1	17363	13355	13030	15482	24530	21420	9134	13785	11567	20288	21116	9968	30507	13924	17106	5393	18539	29030	10377	5859	15444	8401	12422	12339	15757	14312	28398	7292	21928	15815	17281	9675	13322	18334	20922	7906	10813	11887	20179	14811	14993	13927	9720	10217	15252	13955	15666	13976	17287	7325
ADD1	13029	11195	14654	16821	24743	16161	10188	12644	11690	16983	28717	20009	16184	11272	20737	7281	16882	20063	14001	7332	11368	8361	11979	9842	19335	12461	26324	8903	14743	11659	14416	12291	8895	16656	21430	26526	24534	13437	25401	16091	11369	11892	11623	16321	17188	13271	24247	23086	16006	13010
ADD2	1051	1223	2412	1954	1707	1188	1365	1806	908	1544	1160	1033	1383	809	910	869	1318	1708	1285	804	1478	1613	1501	1229	1634	1704	1554	831	1109	746	627	2116	1032	859	1575	1312	1653	1835	1093	1771	1007	1182	899	1340	981	323	1207	906	1263	616
